playerID,Name,birthYear,birthMonth,birthDay
camacer01,Ernie Camacho,1955,2,1
camarda01,Dan Camarena,1992,11,9
camarjo01,Johan Camargo,1993,12,13
cambrfr01,Fred Cambria,1948,1,22
camelha01,Hank Camelli,1914,12,9
camerda01,Daz Cameron,1997,1,15
camerja01,Jack Cameron,1884,9,22
camerke01,Kevin Cameron,1979,12,15
camermi01,Mike Cameron,1973,1,8
camildo01,Dolph Camilli,1907,4,23
camildo02,Doug Camilli,1936,9,22
camillo01,Lou Camilli,1946,9,24
caminar01,Arquimedes Caminero,1987,6,16
caminke01,Ken Caminiti,1963,4,21
cammaer01,Eric Cammack,1975,8,14
camniha01,Harry Camnitz,1884,10,26
camniho01,Howie Camnitz,1881,8,22
campaal01,Al Campanis,1916,11,2
campabe01,Bert Campaneris,1942,3,9
campaco01,Count Campau,1863,10,17
campaji01,Jim Campanis,1944,2,9
camparo01,Roy Campanella,1921,11,19
campato01,Tony Campana,1986,5,30
campbar01,Archie Campbell,1903,10,20
campbbi01,Billy Campbell,1873,11,5
campbbi02,Bill Campbell,1948,8,9
campbbr01,Bruce Campbell,1909,10,20
campbbr02,Brett Campbell,1981,10,17
campbda01,Dave Campbell,1942,1,14
campbda02,Dave Campbell,1951,9,3
campber01,Eric Campbell,1987,4,9
campbgi01,Gilly Campbell,1908,2,13
campbhu01,Hugh Campbell,1846,NA,NA
campbhu02,Marc Campbell,1884,11,29
campbji01,Jim Campbell,1937,6,24
campbji02,Jim Campbell,1943,1,10
campbji03,Jim Campbell,1966,5,19
campbjo01,John Campbell,1907,9,13
campbjo02,Joe Campbell,1944,3,10
campbke01,Kevin Campbell,1964,12,6
campbmi01,Mike Campbell,1964,2,17
campbmi02,Michael Campbell,1850,8,1
campbpa01,Paul Campbell,1917,9,1
campbpa02,Paul Campbell,1995,7,26
campbro01,Ron Campbell,1940,4,5
campbsa01,Sam Campbell,NA,NA,NA
campbso01,Soup Campbell,1915,3,7
campbvi01,Vin Campbell,1888,1,30
campeca01,Cardell Camper,1952,7,6
campfsa01,Sal Campfield,1868,2,19
campho01,Howie Camp,1893,7,1
campijo01,Jorge Campillo,1978,8,10
campisa01,Sal Campisi,1942,8,11
campki01,Kid Camp,1869,12,8
cample01,Lew Camp,1868,2,23
campofr01,Frank Campos,1924,5,11
campojo01,Vicente Campos,1992,7,27
campole01,Leonel Campos,1987,7,17
campri01,Rick Camp,1953,6,10
campsh01,Shawn Camp,1975,11,18
campulu01,Luis Campusano,1998,9,29
campusi01,Sil Campusano,1965,12,31
canalge01,George Canale,1965,8,11
canatwi01,Willie Canate,1971,12,11
canavhu01,Hugh Canavan,1897,5,13
canavji01,Jim Canavan,1866,11,26
cancero01,Robinson Cancel,1976,5,4
candaca01,Casey Candaele,1961,1,12
candeje01,Jeimer Candelario,1993,11,24
candejo01,John Candelaria,1953,11,6
candimi01,Milo Candini,1917,8,3
candito01,Tom Candiotti,1956,8,31
caneijo01,John Caneira,1952,10,7
cangejo01,John Cangelosi,1963,3,10
canhama01,Mark Canha,1989,2,15
canizba01,Barbaro Canizares,1979,11,21
canizja01,Jay Canizaro,1973,7,4
canneri01,Wirt Cannell,1880,1,23
cannian01,Andy Cannizaro,1978,12,19
cannich01,Chris Cannizzaro,1938,5,3
cannigr01,Griffin Canning,1996,5,11
cannojo01,Joe Cannon,1953,7,13
canojo01,Jose Cano,1962,3,7
canoro01,Robinson Cano,1982,10,22
canoye01,Yennier Cano,1994,3,9
cansejo01,Jose Canseco,1964,7,2
canseoz01,Ozzie Canseco,1964,7,2
cantijo99,Joe Cantillon,1861,8,19
cantrgu01,Guy Cantrell,1904,4,9
cantujo01,Jorge Cantu,1982,1,30
cantwbe01,Ben Cantwell,1902,4,13
cantwmi01,Mike Cantwell,1894,6,15
cantwto01,Tom Cantwell,1888,12,23
cantzba01,Bart Cantz,1860,1,29
canzlru01,Russ Canzler,1986,4,11
capelco01,Conner Capel,1997,5,19
capeljo01,Jose Capellan,1981,1,13
capelmi01,Mike Capel,1961,10,13
capildo01,Doug Capilla,1952,1,7
cappsca01,Carter Capps,1990,8,7
cappsma01,Matt Capps,1983,9,3
cappuge01,George Cappuzzello,1954,1,15
caprabu01,Buzz Capra,1947,10,1
caprani01,Nick Capra,1958,3,8
capravi01,Vinny Capra,1996,7,7
capripa01,Pat Capri,1918,11,27
caprora01,Ralph Capron,1889,6,16
capuach01,Chris Capuano,1978,8,19
carabra01,Ramon Caraballo,1969,5,23
carasma01,Matt Carasiti,1991,7,23
caratvi01,Victor Caratini,1993,8,17
carawpa01,Pat Caraway,1905,9,26
carbijo01,John Carbine,1855,10,12
carbobe01,Bernie Carbo,1947,8,5
cardead01,Adrian Cardenas,1987,10,10
cardejo01,John Carden,1921,5,19
cardejo02,Jose Cardenal,1943,10,7
cardele01,Leo Cardenas,1938,12,17
cardico01,Conrad Cardinal,1942,3,30
cardobe01,Ben Cardoni,1920,8,21
cardoja01,Javier Cardona,1975,9,15
cardust01,Stephen Cardullo,1987,8,31
cardwdo01,Don Cardwell,1935,12,7
carewro01,Rod Carew,1945,10,1
careyan01,Andy Carey,1931,10,18
careyma01,Max Carey,1890,1,11
careypa01,Paul Carey,1968,1,8
careyro01,Roger Carey,1865,NA,NA
careysc01,George Carey,1870,12,4
careyto01,Tom Carey,1846,11,2
careyto02,Tom Carey,1906,10,11
carfred01,Ed Carfrey,1863,7,28
cargobo01,Bobby Cargo,1868,10,1
carides01,Esmailin Caridad,1983,10,28
carigan01,Andrew Carignan,1986,7,23
carisfr01,Fred Carisch,1881,11,14
carleji01,Jim Carleton,1848,8,20
carlesh01,Shane Carle,1991,8,30
carlete01,Tex Carleton,1906,8,19
carlfr01,Fred Carl,1858,9,8
carliji01,Jim Carlin,1918,2,23
carlilu01,Luke Carlin,1980,12,20
carliwa01,Walter Carlisle,1881,7,6
carlle01,John Carl,1854,5,28
carloci01,Cisco Carlos,1940,9,17
carlsda01,Dan Carlson,1970,1,26
carlsdo01,Don Carlsen,1926,10,15
carlsdy01,Dylan Carlson,1998,10,23
carlsha01,Hal Carlson,1892,5,17
carlsje01,Jesse Carlson,1980,12,31
carlsle01,Leon Carlson,1895,2,17
carlssw01,Albin Carlstrom,1886,10,26
carltdr01,Drew Carlton,1995,9,8
carltst01,Steve Carlton,1944,12,22
carlybu01,Buddy Carlyle,1977,12,21
carlycl01,Cleo Carlyle,1902,9,7
carlyro01,Roy Carlyle,1900,12,10
carmado01,Don Carman,1959,8,14
carmage01,George Carman,1866,3,29
carmedu01,Duke Carmel,1937,4,23
carmich01,Chet Carmichael,1888,1,9
carmofa01,Roberto Hernandez,1980,8,30
carmora01,Rafael Carmona,1971,10,2
carnebi01,Bill Carney,1874,3,25
carneed01,Eddie Carnett,1916,10,21
carnejo01,Jack Carney,1866,11,10
carnepa01,Pat Carney,1876,8,7
carpean01,Drew Carpenter,1985,5,18
carpebo01,Bob Carpenter,1917,12,12
carpebu01,Bubba Carpenter,1968,7,23
carpech01,Chris Carpenter,1975,4,27
carpech02,Chris Carpenter,1985,12,26
carpecr01,Cris Carpenter,1965,4,5
carpeda01,David Carpenter,1985,7,15
carpeda02,David Carpenter,1987,9,1
carpehi01,Hick Carpenter,1855,8,16
carpeke01,Kerry Carpenter,1997,9,2
carpele01,Lew Carpenter,1913,8,16
carpema01,Matt Carpenter,1985,11,26
carpepa01,Paul Carpenter,1894,8,12
carpery01,Ryan Carpenter,1990,8,22
carpifr01,Frank Carpin,1938,9,14
carpmi01,Mike Carp,1986,6,30
carraal01,Alex Carrasquel,1912,7,24
carraca01,Carlos Carrasco,1987,3,21
carrach01,Chico Carrasquel,1926,1,23
carradj01,D. J. Carrasco,1977,4,12
carragi01,Giovanni Carrara,1968,3,4
carrahe01,Hector Carrasco,1969,10,22
carrch01,Charlie Carr,1876,12,27
carrch02,Chuck Carr,1967,8,10
carream01,Amalio Carreno,1964,4,11
carreca01,Cam Carreon,1937,8,6
carreez01,Ezequiel Carrera,1987,6,11
carrejo01,Joel Carreno,1987,3,7
carrema01,Mark Carreon,1963,7,19
carribi01,Bill Carrick,1873,9,5
carribi02,Bill Carrigan,1883,10,22
carrice01,Cesar Carrillo,1984,4,29
carrido01,Don Carrithers,1949,9,15
carrima01,Matias Carrillo,1963,2,24
carrle01,Lew Carr,1872,8,15
carrobr01,Brett Carroll,1982,10,3
carroch01,NA Carroll,NA,NA,NA
carrocl01,Cliff Carroll,1859,10,18
carrocl02,Clay Carroll,1941,5,2
carroco01,Cody Carroll,1992,10,15
carroco02,Corbin Carroll,2000,8,21
carrodi01,Dick Carroll,1884,7,21
carrodi02,Dixie Carroll,1891,5,19
carrodo01,Ralph Carroll,1891,12,28
carroed01,Ed Carroll,1907,7,27
carrofr01,Fred Carroll,1864,7,2
carroja01,Jamey Carroll,1974,2,18
carroow01,Ownie Carroll,1902,11,11
carropa01,Pat Carroll,1853,3,NA
carrosc01,John Carroll,1860,8,27
carrosc02,Scott Carroll,1984,9,24
carroto01,Tom Carroll,1936,9,17
carroto02,Tom Carroll,1952,11,5
carseki01,Kid Carsey,1872,10,22
carsoal01,Al Carson,1882,8,22
carsoki01,Kit Carson,1912,11,15
carsoma01,Matt Carson,1981,7,1
carsoro01,Robert Carson,1989,1,23
carswfr01,Frank Carswell,1919,11,6
cartean01,Andy Carter,1968,11,9
cartear01,Arnold Carter,1918,3,14
cartebl01,Otis Carter,1902,9,30
cartech01,Chris Carter,1982,9,16
cartech02,Chris Carter,1986,12,18
cartega01,Gary Carter,1954,4,8
carteho01,Howie Carter,1904,10,13
carteje01,Jeff Carter,1964,12,3
cartejo01,Joe Carter,1960,3,7
cartela01,Larry Carter,1965,5,22
cartela02,Lance Carter,1974,12,18
carteni01,Nick Carter,1879,5,19
cartepa01,Paul Carter,1894,5,1
carteso01,Sol Carter,1908,12,23
cartest01,Steve Carter,1964,12,3
cartwal99,Alexander Cartwright,1820,4,17
cartwed01,Ed Cartwright,1859,10,6
cartyri01,Rico Carty,1939,9,1
carusmi01,Mike Caruso,1977,5,27
carutbo01,Bob Caruthers,1864,1,5
carvama01,Marcos Carvajal,1984,8,19
carych01,Chuck Cary,1960,3,3
carysc01,Scott Cary,1923,4,11
casalcu01,Curt Casali,1988,11,9
casalje01,Jerry Casale,1933,9,27
casanpa01,Paul Casanova,1941,12,21
casanra01,Raul Casanova,1972,8,23
casastr01,Triston Casas,2000,1,15
cascajo01,Joe Cascarella,1907,6,28
casech01,Charlie Case,1879,9,7
casege01,George Case,1915,11,11
caseybi01,Tommy Casey,NA,NA,NA
caseybo01,Bob Casey,1859,1,26
caseyda01,Dan Casey,1862,11,20
caseyde01,Dennis Casey,1858,3,30
caseydo01,James Casey,1870,3,15
caseyhu01,Hugh Casey,1913,10,14
caseyjo01,Joe Casey,1887,8,15
caseyse01,Sean Casey,1974,7,2
cashda01,Dave Cash,1948,6,11
cashica01,Carl Cashion,1889,6,4
cashke01,Kevin Cash,1977,12,6
cashnan01,Andrew Cashner,1986,9,11
cashno01,Norm Cash,1933,11,10
cashro01,Ron Cash,1949,11,20
casiala01,Larry Casian,1965,10,28
casilal01,Alexi Casilla,1984,7,20
casimca01,Carlos Casimiro,1976,11,8
caskecr01,Craig Caskey,1949,12,11
caskied01,Ed Caskin,1851,12,30
cassaha01,Harry Cassady,1880,7,20
cassebo01,Bobby Cassevah,1985,9,11
casseja01,Jack Cassel,1980,8,8
cassied01,Ed Cassian,1867,11,28
cassija01,Jack Cassini,1919,10,26
cassijo01,John Cassidy,1855,NA,NA
cassijo02,Joe Cassidy,1883,2,8
cassipe01,Pete Cassidy,1873,4,8
cassisc01,Scott Cassidy,1975,10,3
castada01,Daniel Castano,1994,9,17
casteal01,Alex Castellanos,1986,8,4
castege01,George Caster,1907,8,4
castehu01,Humberto Castellanos,1998,4,3
casteni01,Nick Castellanos,1992,3,4
castepe01,Pedro Castellano,1970,3,11
castery01,Ryan Castellani,1996,4,1
castial01,Alberto Castillo,1970,2,10
castial02,Alberto Castillo,1975,7,5
castibo01,Bobby Castillo,1955,4,18
castibr01,Braulio Castillo,1968,5,13
castica01,Carmelo Castillo,1958,6,8
castica02,Carlos Castillo,1975,4,21
castidi01,Diego Castillo,1994,1,18
castidi02,Diego Castillo,1997,10,28
castier01,Erick Castillo,1993,2,25
castifa01,Fabio Castillo,1989,2,19
castifr01,Frank Castillo,1969,4,1
castiiv01,Ivan Castillo,1995,5,30
castiji01,Jim Castiglia,1918,9,30
castijo01,John Castino,1954,10,23
castijo02,Jose Castillo,1981,3,19
castijo03,Jose Castillo,1996,1,10
castiju01,Juan Castillo,1962,1,25
castiju02,Juan Castillo,1970,6,23
castile01,Lendy Castillo,1989,4,8
castilu01,Luis Castillo,1975,9,12
castilu02,Luis Castillo,1992,12,12
castilu03,Luis Castillo,1995,3,10
castima01,Manny Castillo,1957,4,1
castima02,Marty Castillo,1957,1,16
castima03,Max Castillo,1999,5,4
castipe01,Pete Castiglione,1921,2,13
castiru01,Rusney Castillo,1987,7,9
castito01,Tony Castillo,1957,6,14
castito02,Tony Castillo,1963,3,1
castivi01,Vince Castino,1917,10,11
castivi02,Vinny Castilla,1967,7,4
castiwe01,Welington Castillo,1987,4,24
castiwi01,Wilkin Castillo,1984,6,1
castldo01,Don Castle,1950,2,1
castlfo01,Foster Castleman,1931,1,1
castljo01,John Castle,1879,6,1
castlro01,Roy Castleton,1885,7,26
castlsl01,Slick Castleman,1913,9,8
castnpa01,Paul Castner,1897,2,16
castoko01,Kory Casto,1981,12,8
castran01,Angel Castro,1982,11,14
castran02,Anthony Castro,1995,4,13
castrbe01,Bernie Castro,1979,7,14
castrbi01,Bill Castro,1952,3,29
castrda01,Daniel Castro,1992,11,14
castrfa01,Fabio Castro,1985,1,20
castrha01,Harold Castro,1993,11,30
castrja01,Jason Castro,1987,6,18
castrju01,Juan Castro,1972,6,20
castrke01,Kervin Castro,1999,2,7
castrlu01,Lou Castro,1876,11,25
castrmi01,Miguel Castro,1994,12,24
castrra01,Ramon Castro,1976,3,1
castrra02,Ramon Castro,1979,10,23
castrro01,Rodolfo Castro,1999,5,21
castrsi01,Simon Castro,1988,4,9
castrst01,Starlin Castro,1990,3,24
castrwi01,Willi Castro,1997,4,24
catalfr01,Frank Catalanotto,1974,4,27
caterda01,Danny Cater,1940,2,25
catesel01,Eli Cates,1877,1,26
catetr01,Troy Cate,1980,10,21
catheha01,Hardin Cathey,1919,7,6
cathemi01,Mike Cather,1970,12,17
cathete01,Ted Cather,1889,5,20
catoke01,Keefe Cato,1958,5,6
catonho01,Howdy Caton,1894,7,16
cattajo01,John Cattanach,1863,5,10
catteto01,Tom Catterson,1884,8,25
caudibi01,Bill Caudill,1956,7,13
caulfja01,Jake Caulfield,1917,11,23
causere01,Red Causey,1893,8,11
causewa01,Wayne Causey,1936,12,26
cavalca01,Cade Cavalli,1998,8,14
cavanjo01,John Cavanaugh,1900,6,5
cavarph01,Phil Cavarretta,1916,7,19
cavazan01,Andy Cavazos,1981,1,5
caveja01,Jake Cave,1992,12,4
cavenik01,Ike Caveney,1894,12,10
cavetpu01,Pug Cavet,1889,12,26
cayloop99,Ollie Caylor,1849,12,14
ceasedy01,Dylan Cease,1995,12,28
ceccaar01,Art Ceccarelli,1930,4,2
cecchga01,Garin Cecchini,1991,4,20
cecchga02,Gavin Cecchini,1993,12,22
cecenjo01,Jose Cecena,1963,8,20
cecilbr01,Brett Cecil,1986,7,2
cecilda01,Darrell Ceciliani,1990,6,22
cecilre01,Rex Cecil,1916,10,8
cedajo01,Jose Ceda,1987,1,28
cedenan01,Andujar Cedeno,1969,8,21
cedence01,Cesar Cedeno,1951,2,25
cedendo01,Domingo Cedeno,1968,11,4
cedenro01,Roger Cedeno,1974,8,16
cedenro02,Ronny Cedeno,1983,2,2
cedenxa01,Xavier Cedeno,1986,8,26
cederbl01,Blake Cederlind,1996,1,4
celesgi01,Gilberto Celestino,1999,2,13
centeju01,Juan Centeno,1989,11,16
centepe01,Pete Center,1912,4,22
cepedor01,Orlando Cepeda,1937,9,17
cepicma01,Matthew Cepicky,1977,11,10
cerdaja01,Jaime Cerda,1978,10,26
cermaed01,Ed Cermak,1881,7,23
ceronri01,Rick Cerone,1954,5,19
cerroju01,Juan Cerros,1976,9,25
cerutjo01,John Cerutti,1960,4,28
cervbo01,Bob Cerv,1925,5,5
cervefr01,Francisco Cervelli,1986,3,6
cervehu01,Hunter Cervenka,1990,1,3
cervemi01,Mike Cervenak,1976,8,17
cespeyo01,Yoenis Cespedes,1985,10,18
cessalu01,Luis Cessa,1992,4,25
ceyro01,Ron Cey,1948,2,15
chacial01,Alejandro Chacin,1993,6,24
chacigu01,Gustavo Chacin,1980,12,4
chacijh01,Jhoulys Chacin,1988,1,7
chacoel01,Elio Chacon,1936,10,26
chacosh01,Shawn Chacon,1977,12,23
chadbch01,Chet Chadbourne,1884,10,28
chadwhe99,Henry Chadwick,1824,10,5
chadwra01,Ray Chadwick,1962,11,17
chafian01,Andrew Chafin,1990,6,17
chagnle01,Leon Chagnon,1902,9,28
chakabo01,Bob Chakales,1927,8,10
chalkda01,Dave Chalk,1950,8,30
chalmge01,George Chalmers,1888,6,7
chambad01,Adron Chambers,1986,10,8
chambal01,Al Chambers,1961,3,24
chambbi01,Bill Chambers,1888,9,5
chambbi02,Bill Chamberlain,1909,4,21
chambch01,Chris Chambliss,1948,12,26
chambcl01,Cliff Chambers,1922,1,10
chambcr01,Craig Chamberlain,1957,2,2
chambel01,Ice Box Chamberlain,1867,11,5
chambji01,Jim Chamblee,1975,5,6
chambjo01,Joe Chamberlain,1910,5,10
chambjo02,Johnnie Chambers,1911,9,10
chambjo03,Joba Chamberlain,1985,9,23
chambro01,Rome Chambers,1875,8,31
chambwe01,Wes Chamberlain,1966,4,13
champbi01,Bill Champion,1947,9,18
champmi01,Mike Champion,1955,2,10
chancbo01,Bob Chance,1940,9,10
chancde01,Dean Chance,1941,6,1
chancfr01,Frank Chance,1876,9,9
chanded01,Ed Chandler,1917,2,17
chandha99,Happy Chandler,1898,7,14
chandsp01,Spud Chandler,1907,9,12
chaneda01,Darrel Chaney,1948,3,9
chanees01,Esty Chaney,1891,1,29
changyu01,Yu Chang,1995,8,18
channle01,Les Channell,1886,3,3
chantch01,Charlie Chant,1951,8,7
chapida01,Darrin Chapin,1966,2,1
chapled01,Ed Chaplin,1893,9,25
chaplti01,Tiny Chaplin,1905,7,13
chapmar01,Aroldis Chapman,1988,2,28
chapmbe01,Ben Chapman,1908,12,25
chapmca01,Calvin Chapman,1910,12,20
chapmed01,Ed Chapman,1905,11,28
chapmfr01,Frank Chapman,1861,11,NA
chapmfr02,Fred Chapman,1916,7,17
chapmgl01,Glenn Chapman,1906,1,21
chapmha01,Harry Chapman,1885,10,26
chapmja01,Jack Chapman,1843,5,8
chapmja02,Jaye Chapman,1987,5,22
chapmjo01,John Chapman,1899,10,15
chapmke01,Kelvin Chapman,1956,6,2
chapmke02,Kevin Chapman,1988,2,19
chapmma01,Matt Chapman,1993,4,28
chapmra01,Ray Chapman,1891,1,15
chapmsa01,Sam Chapman,1916,4,11
chapmtr01,Travis Chapman,1978,6,5
chappbi01,Bill Chappelle,1881,3,22
chappha01,Harry Chappas,1957,10,26
chappla01,Larry Chappell,1890,2,19
charbjo01,Joe Charboneau,1955,6,17
chargjt01,J. T. Chargois,1990,12,3
charlch01,Raymond Charles,1881,3,25
charled01,Ed Charles,1933,4,29
charlfr01,Frank Charles,1969,2,23
charlno01,Norm Charlton,1963,1,6
charlos99,Oscar Charleston,1896,10,14
chartmi01,Mike Chartak,1916,4,28
chartpe01,Pete Charton,1942,12,21
chaseha01,Hal Chase,1883,2,13
chaseke01,Ken Chase,1913,10,6
chathbu01,Buster Chatham,1901,12,25
chattji01,Jim Chatterton,1864,10,14
chatwty01,Tyler Chatwood,1989,12,16
chavaos01,Ossie Chavarria,1937,8,5
chavean01,Anthony Chavez,1970,10,22
chavean02,Angel Chavez,1981,7,22
chaveen01,Endy Chavez,1978,2,7
chaveer01,Eric Chavez,1977,12,7
chaveje01,Jesse Chavez,1983,8,21
chavene01,Nestor Chavez,1947,7,6
chavera01,Raul Chavez,1973,3,17
chavimi01,Michael Chavis,1995,8,11
cheadda01,Dave Cheadle,1952,2,19
chechch01,Charlie Chech,1878,4,27
checoro01,Robinson Checo,1971,9,9
cheekha01,Harry Cheek,1879,4,23
cheevvi01,Virgil Cheeves,1901,2,12
cheliit01,Italo Chelini,1914,10,10
chenbr01,Bruce Chen,1977,6,19
chench01,Chin-Feng Chen,1977,10,28
chenela01,Larry Cheney,1886,5,2
cheneto01,Tom Cheney,1934,10,14
chenwe02,Wei-Yin Chen,1985,7,21
cherrro01,Rocky Cherry,1979,8,19
chervpa01,Paul Chervinko,1910,7,23
chesbja01,Jack Chesbro,1874,6,5
chesnbo01,Bob Chesnes,1921,5,6
chetkmi01,Mitch Chetkovich,1917,7,21
cheveto01,Tony Chevez,1953,6,20
chiamsc01,Scott Chiamparino,1966,8,22
chiassc01,Scott Chiasson,1977,8,14
chicktr01,Travis Chick,1984,6,10
chicoma01,Matt Chico,1983,6,10
chifffl01,Floyd Chiffer,1956,4,20
childbi01,Bill Childress,1867,NA,NA
childcu01,Cupid Childs,1867,8,8
childha01,Harry Child,1905,5,23
childja01,Jason Childers,1975,1,13
childma01,Matt Childers,1978,12,3
childpe01,Pete Childs,1871,11,15
childro01,Rocky Childress,1962,2,18
childsa01,Sam Childs,1861,11,6
chilepe01,Pearce Chiles,1867,5,28
chileri01,Rich Chiles,1949,11,22
chiozdi01,Dino Chiozza,1912,6,30
chiozlo01,Lou Chiozza,1910,5,17
chipmbo01,Bob Chipman,1918,10,11
chippwa01,Walt Chipple,1918,9,26
chiriro01,Robinson Chirinos,1984,6,5
chiriyo01,Yonny Chirinos,1993,12,26
chiselo01,Lonnie Chisenhall,1988,10,4
chishja01,Jazz Chisholm,1998,2,1
chismto01,Tom Chism,1954,5,9
chitiha01,Harry Chiti,1932,11,16
chitrst01,Steve Chitren,1967,6,8
chittne01,Nelson Chittum,1933,3,25
chlupbo01,Bob Chlupsa,1945,9,16
choatdo01,Don Choate,1938,7,2
choatra01,Randy Choate,1975,9,5
choicmi01,Michael Choice,1989,11,10
choihe01,Hee-Seop Choi,1979,3,16
choiji01,Ji-Man Choi,1991,5,19
choji01,Jin Ho Cho,1975,8,16
choosh01,Shin-Soo Choo,1982,7,13
chouibo01,Bobby Chouinard,1972,5,1
chouife01,Felix Chouinard,1887,10,5
chounch01,Bill Chouneau,1888,9,2
chozeha01,Harry Chozen,1915,9,27
chrisbo01,Bob Christian,1945,10,17
chrisbr01,Bruce Christensen,1948,2,22
chriscl01,Clay Christiansen,1958,6,28
chriscu01,Walter Christensen,1899,10,24
chrisga01,Gary Christenson,1953,5,5
chrisja01,Jason Christiansen,1969,9,21
chrisjo01,Joe Christopher,1935,12,13
chrisjo02,John Christensen,1960,9,15
chrisju01,Justin Christian,1980,4,3
chrisla01,Larry Christenson,1953,11,10
chrisll01,Lloyd Christenbury,1893,10,19
chrislo01,Loyd Christopher,1919,12,31
chrisma01,Mark Christman,1913,10,21
chrismc01,McKay Christensen,1975,8,14
chrismi01,Mike Chris,1957,10,8
chrismi02,Mike Christopher,1963,11,3
chrisne01,Neil Chrisley,1931,12,16
chrisni01,Nick Christiani,1987,7,17
chrisru01,Russ Christopher,1917,9,12
chrisry01,Ryan Christenson,1974,3,28
chrisst01,Steve Christmas,1957,12,9
christi01,Tim Christman,1975,3,31
chulkvi01,Vinnie Chulk,1978,12,19
churcbu01,Bubba Church,1924,9,12
churchi01,Hi Church,1863,11,23
churcle01,Len Church,1942,3,21
churcry01,Ryan Church,1978,10,14
churnch01,Chuck Churn,1930,2,1
churrjo01,John Churry,1900,11,26
chylane99,Nestor Chylak,1922,5,11
ciaffla01,Larry Ciaffone,1924,8,17
cianfar01,Archi Cianfrocco,1966,10,6
ciardma01,Mark Ciardi,1961,8,19
ciasda01,Darryl Cias,1957,4,23
cicerjo01,Joe Cicero,1910,11,18
cicotal01,Al Cicotte,1929,12,23
cicoted01,Eddie Cicotte,1884,6,19
cieslte01,Ted Cieslak,1912,11,22
cihocal01,Al Cihocki,1924,5,7
cihoced01,Ed Cihocki,1907,5,9
cimbead01,Adam Cimber,1990,8,15
ciminpe01,Pete Cimino,1942,10,17
cimolgi01,Gino Cimoli,1929,12,18
cimorfr01,Frank Cimorelli,1968,8,2
cingrto01,Tony Cingrani,1989,7,5
cintral01,Alex Cintron,1978,12,17
ciolalo01,Lou Ciola,1922,9,6
ciprifr01,Frank Cipriani,1941,4,14
ciriape01,Pedro Ciriaco,1985,9,27
cirilje01,Jeff Cirillo,1969,9,23
cisarge01,George Cisar,1910,8,25
ciscoga01,Galen Cisco,1936,3,7
cishest01,Steve Cishek,1986,6,18
cisnejo01,Jose Cisnero,1989,4,11
cissebi01,Bill Cissell,1904,1,3
citarra01,Ralph Citarella,1958,2,7
ciuffni01,Nick Ciuffo,1995,3,7
civalaa01,Aaron Civale,1995,6,12
clabamo01,Moose Clabaugh,1901,11,13
clackbo01,Bobby Clack,1850,6,13
claggan01,Anthony Claggett,1984,7,15
claibpr01,Preston Claiborne,1988,1,21
clairda01,Davey Claire,1897,11,17
clancal01,Al Clancy,1888,8,14
clancbi01,Bill Clancy,1879,4,12
clancbu01,Bud Clancy,1900,9,15
clancji01,Jim Clancy,1955,12,18
clantuk01,Eucal Clanton,1898,2,19
clapich01,Chris Clapinski,1971,8,20
clappaa01,Aaron Clapp,1856,7,NA
clappjo01,John Clapp,1851,7,15
clappst01,Stubby Clapp,1973,2,24
clarede01,Denny Clare,1853,1,NA
claredo01,Doug Clarey,1954,4,20
clarkal01,Allie Clark,1923,6,16
clarkar01,Artie Clarke,1865,5,6
clarkbi01,Bill Clarkson,1898,9,27
clarkbo01,Bob Clark,1863,5,18
clarkbo02,William Clarke,1868,10,18
clarkbo03,Bob Clark,1897,8,22
clarkbo04,Bobby Clark,1955,6,13
clarkbr01,Bryan Clark,1956,7,12
clarkbr02,Brady Clark,1973,4,18
clarkbu01,Buzz Clarkson,1915,3,13
clarkca01,Cap Clark,1906,9,19
clarkco01,Cody Clark,1981,9,14
clarkda01,Dad Clarke,1865,1,7
clarkda02,Dad Clarkson,1866,8,31
clarkda03,Dad Clark,1873,7,16
clarkda04,Danny Clark,1894,1,18
clarkda05,Dave Clark,1962,9,3
clarkda06,Darren Clarke,1981,3,18
clarkdo01,Doug Clark,1976,3,5
clarkea01,Earl Clark,1907,11,6
clarked01,Ed Clark,1863,NA,NA
clarkfr01,Fred Clarke,1872,10,3
clarkge01,George Clark,1891,5,19
clarkgi01,Ginger Clark,1879,3,7
clarkgl01,Glen Clark,1940,3,8
clarkgr01,Grey Clarke,1912,9,26
clarkha01,Harry Clarke,1861,1,13
clarkhe01,Henry Clarke,1875,8,4
clarkho01,Horace Clarke,1939,6,2
clarkho02,Howie Clark,1974,2,13
clarkja01,Jack Clark,1955,11,10
clarkje01,Jerald Clark,1963,8,10
clarkje02,Jermaine Clark,1976,9,29
clarkji01,Jim Clark,1887,12,26
clarkji02,Jim Clark,1927,9,21
clarkji03,Jim Clark,1947,4,30
clarkjo01,John Clarkson,1861,7,1
clarkjo02,Josh Clarke,1879,3,8
clarkle01,Lefty Clarke,1896,3,8
clarkma01,Mark Clark,1968,5,12
clarkma02,Matt Clark,1986,12,10
clarkme01,Mel Clark,1924,7,7
clarkmi01,Mike Clark,1922,2,12
clarkni01,Jay Clarke,1882,12,15
clarkot01,Otey Clark,1915,5,22
clarkpe01,Harry Clark,1883,3,20
clarkph01,Phil Clark,1932,10,3
clarkph02,Phil Clark,1968,5,6
clarkri01,Rickey Clark,1946,3,21
