Rk,Name,Age,Tm,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Name-additional
16,Hiroaki Shimauchi*,26,TOH,Fgn,,114,388,342,43,98,9,2,9,41,10,2,33,48,.287,.349,.404,.753,138,7,2,7,4,0,player.fcgi?id=shimau002hir
17,Daichi Suzuki,26,LOT,Fgn,,143,583,501,62,143,30,2,6,61,3,1,50,56,.285,.356,.389,.745,195,9,9,16,7,2,player.fcgi?id=suzuki001dai
18,Takahiro Okada*,28,ORX,Fgn,,123,513,454,56,129,25,0,20,76,5,1,47,105,.284,.357,.471,.828,214,12,7,0,5,5,player.fcgi?id=okada-001tak
19,Toshiaki Imae,32,TOH,Fgn,,89,351,317,33,89,7,0,3,23,2,1,25,30,.281,.340,.331,.671,105,13,4,4,1,0,player.fcgi?id=imae--001tos
20,Alfredo Despaigne,30,LOT,Fgn,,134,570,496,81,139,27,0,24,92,0,3,64,89,.280,.361,.480,.841,238,25,3,0,7,3,player.fcgi?id=despai000alf
21,Yuichi Honda,31,FKA,Fgn,,110,388,332,52,93,9,1,1,27,23,7,33,51,.280,.344,.322,.666,107,6,1,19,3,0,player.fcgi?id=honda-001yui
22,Takumi Kuriyama,32,SEI,Fgn,,135,569,477,52,133,30,2,3,41,0,0,83,87,.279,.390,.369,.759,176,9,6,0,3,0,player.fcgi?id=kuriya001tak
23,Carlos Peguero*,29,TOH,Fgn,,51,200,183,25,51,7,1,10,26,0,0,17,67,.279,.340,.492,.832,90,2,0,0,0,0,player.fcgi?id=peguer001car
24,Eigoro Mogi,22,TOH,Fgn,,117,481,424,56,118,20,7,7,40,11,4,30,95,.278,.330,.408,.738,173,8,4,21,2,0,player.fcgi?id=mogi--000eig
25,Kei Hosoya,28,LOT,Fgn,,116,404,371,45,102,23,4,3,40,9,4,18,93,.275,.313,.383,.696,142,6,3,11,1,0,player.fcgi?id=hosoya001kei
26,Yoshifumi Okada*,31,LOT,Fgn,,121,356,327,38,90,5,4,0,18,14,7,20,42,.275,.323,.315,.638,103,2,3,6,0,1,player.fcgi?id=okada-001yos
27,Ginji Akaminai,28,TOH,Fgn,,125,497,424,39,116,17,1,2,43,1,1,61,49,.274,.369,.333,.702,141,20,5,4,3,5,player.fcgi?id=akamin001gin
28,Ryoichi Adachi,28,ORX,Fgn,,118,488,403,51,110,15,1,1,34,6,6,42,53,.273,.344,.323,.667,130,4,4,35,4,0,player.fcgi?id=adachi000ryo
29,Kensuke Tanaka,35,NPN,Fgn,,143,626,541,61,147,14,1,2,53,22,8,69,56,.272,.361,.312,.674,169,4,9,3,4,3,player.fcgi?id=tanaka001ken
30,Yuya Hasegawa,31,FKA,Fgn,,122,442,387,45,105,15,3,10,51,2,4,51,95,.271,.361,.403,.764,156,9,3,1,0,2,player.fcgi?id=hasega001yuy
31,Motohiro Shima,31,TOH,Fgn,,80,256,199,26,54,9,1,2,17,4,4,40,43,.271,.393,.357,.750,71,6,0,17,0,0,player.fcgi?id=shima-001mot
32,Kazuya Fujita,33,TOH,Fgn,,120,449,408,27,108,13,5,0,46,1,1,19,44,.265,.297,.321,.618,131,7,1,18,3,0,player.fcgi?id=fujita001kaz
33,Yuji Kaneko,26,SEI,Fgn,,129,520,460,64,122,12,3,1,33,53,17,40,69,.265,.331,.311,.642,143,5,6,13,1,0,player.fcgi?id=kaneko001yuj
34,Kensuke Kondoh,22,NPN,Fgn,,80,291,257,36,68,9,0,2,27,5,2,29,45,.265,.337,.323,.660,83,7,0,3,2,0,player.fcgi?id=kondo-000ken
35,Zelous Wheeler,29,TOH,Fgn,,140,589,517,74,137,25,2,27,88,2,1,58,123,.265,.351,.478,.829,247,10,12,0,2,0,player.fcgi?id=wheele001zel
36,Ryuma Kidokoro,30,FKA,Fgn,,84,162,148,32,39,6,1,6,19,11,1,11,45,.264,.314,.439,.754,65,0,0,3,0,0,player.fcgi?id=kidoko001ryu
37,Masahiro Nishino,25,ORX,Fgn,,143,610,538,63,142,16,7,2,33,16,5,56,55,.264,.335,.331,.666,178,7,2,13,1,0,player.fcgi?id=nishin000mas
38,Brandon Laird,28,NPN,Fgn,,143,598,547,71,144,21,0,39,97,0,0,44,138,.263,.319,.516,.835,282,16,3,0,4,1,player.fcgi?id=laird-001bra
39,Nobuhiro Matsuda,33,FKA,Fgn,,143,609,548,79,142,23,5,27,85,6,6,48,141,.259,.325,.467,.792,256,14,8,0,5,2,player.fcgi?id=matsud001nob
40,Tadahito Iguchi,41,LOT,Fgn,,79,176,152,13,39,8,0,5,34,1,0,19,50,.257,.341,.408,.749,62,1,2,0,3,0,player.fcgi?id=iguchi001tad
41,Tatsuhiro Tamura,22,LOT,Fgn,,130,430,371,27,95,16,3,2,38,6,0,38,91,.256,.324,.332,.656,123,12,1,17,3,0,player.fcgi?id=tamura000tat
42,Yuya Taniguchi,24,NPN,Fgn,,83,211,193,26,49,3,2,1,9,7,0,8,48,.254,.287,.306,.593,59,2,1,9,0,0,player.fcgi?id=tanigu000yuy
43,Yuji Onizaki,33,SEI,Fgn,,79,216,190,30,48,8,2,1,17,1,0,17,53,.253,.314,.332,.646,63,0,0,9,0,0,player.fcgi?id=onizak001yuj
44,Ernesto Mejia,30,SEI,Fgn,,137,583,511,73,129,26,0,35,103,1,1,59,148,.252,.333,.509,.842,260,15,6,0,7,4,player.fcgi?id=mejia-001ern
45,Takero Okajima,26,TOH,Fgn,,127,485,420,44,106,13,4,6,35,7,9,46,49,.252,.338,.345,.683,145,4,10,6,3,2,player.fcgi?id=okajim000tak
46,Shinya Tsuruoka,35,FKA,Fgn,,103,263,231,14,58,12,2,2,26,1,0,9,26,.251,.284,.346,.630,80,9,2,20,1,0,player.fcgi?id=tsuruo001shi
47,Sho Nakata,27,NPN,Fgn,,141,624,569,61,142,26,1,25,110,2,1,47,126,.250,.308,.431,.738,245,14,3,0,5,1,player.fcgi?id=nakata001sho
48,Takashi Ogino,30,LOT,Fgn,,71,219,192,35,48,11,1,3,21,16,2,14,25,.250,.314,.365,.679,70,3,4,9,0,0,player.fcgi?id=ogino-001tak
49,Eiichi Koyano,35,ORX,Fgn,,50,189,177,14,44,6,0,4,13,1,0,3,30,.249,.265,.350,.615,62,3,1,8,0,0,player.fcgi?id=koyano001eii
50,Shuhei Kojima,29,ORX,Fgn,,79,219,199,17,49,10,1,0,9,6,7,9,29,.246,.289,.307,.596,61,3,3,8,0,0,player.fcgi?id=kojima000shu
51,Kenta Imamiya,24,FKA,Fgn,,137,590,497,74,122,22,5,10,56,8,4,47,86,.245,.312,.370,.682,184,7,3,38,5,0,player.fcgi?id=imamiy000ken
52,Shohei Katoh,25,LOT,Fgn,,80,246,216,29,53,8,3,0,12,6,1,13,46,.245,.291,.310,.601,67,1,1,16,0,0,player.fcgi?id=kato--001sho
53,Shota Ohno,29,NPN,Fgn,,109,351,282,26,69,13,0,5,35,1,0,25,63,.245,.334,.344,.678,97,6,13,31,0,0,player.fcgi?id=ono---001sho
54,Ryo Sakata,29,SEI,Fgn,,45,161,151,16,37,8,1,3,26,0,0,8,22,.245,.280,.371,.650,56,5,0,0,2,0,player.fcgi?id=sakata001ryo
55,Brent Morel,29,ORX,Fgn,,94,348,308,29,75,13,0,8,38,2,0,30,88,.244,.319,.364,.683,112,10,6,0,4,0,player.fcgi?id=morel-001bre
56,Takuya Nakashima,25,NPN,Fgn,,143,600,473,66,115,10,1,0,28,23,9,63,117,.243,.333,.268,.601,127,5,1,62,1,0,player.fcgi?id=nakash000tak
57,Hikaru Itoh,27,ORX,Fgn,,80,203,187,18,45,7,0,3,15,1,0,3,36,.241,.257,.326,.583,61,6,1,12,0,0,player.fcgi?id=ito---001hik
58,Takeya Nakamura,32,SEI,Fgn,,108,432,387,45,92,14,2,21,61,2,1,40,125,.238,.313,.447,.760,173,9,3,0,2,1,player.fcgi?id=nakamu001tak
59,Shuhei Fukuda,27,FKA,Fgn,,81,239,212,30,49,5,4,3,18,11,3,20,51,.231,.298,.335,.633,71,2,1,4,2,1,player.fcgi?id=fukuda001shu
60,Yuichi Adachi,26,TOH,Fgn,,73,208,185,14,42,5,0,1,14,0,2,10,36,.227,.264,.270,.534,50,2,0,11,2,0,player.fcgi?id=adachi000yui
61,Kenya Wakatsuki,20,ORX,Fgn,,85,262,229,22,52,13,0,0,20,0,0,4,42,.227,.259,.284,.543,65,5,6,23,0,1,player.fcgi?id=wakats000ken
62,Ikuhiro Kiyota,30,LOT,Fgn,,106,417,365,39,82,17,1,6,38,5,0,40,76,.225,.316,.326,.642,119,12,9,3,0,2,player.fcgi?id=kiyota001iku
63,Koji Ohshiro,23,ORX,Fgn,,64,177,161,11,36,4,1,0,7,1,4,5,38,.224,.246,.261,.506,42,4,0,10,1,0,player.fcgi?id=oshiro000koj
64,Ginjiro Sumitani,28,SEI,Fgn,,117,326,294,19,64,10,1,1,22,0,1,13,48,.218,.251,.269,.520,79,12,0,19,0,0,player.fcgi?id=sumita001gin
65,Yamaico Navarro,28,LOT,Fgn,,82,340,286,38,62,6,1,10,44,0,3,49,64,.217,.329,.350,.679,100,5,1,0,4,0,player.fcgi?id=navarr001yam
66,Takuya Takahama,26,LOT,Fgn,,53,158,144,19,31,6,0,3,13,0,0,8,30,.215,.257,.319,.576,46,2,0,6,0,0,player.fcgi?id=takaha000tak
67,Kazuo Matsui,40,TOH,Fgn,,56,179,160,19,34,6,1,2,13,3,0,17,42,.213,.291,.300,.591,48,5,1,0,1,1,player.fcgi?id=matsui001kaz
68,Yuki Yoshimura,32,FKA,Fgn,,78,206,177,16,37,4,1,5,28,1,1,14,46,.209,.287,.328,.615,58,5,7,4,4,1,player.fcgi?id=yoshim001yuk
69,Shogo Nakamura,24,LOT,Fgn,,108,325,278,37,56,10,1,6,25,4,4,26,70,.201,.283,.309,.592,86,0,6,14,1,0,player.fcgi?id=nakamu000sho
70,Shunta Gotoh,23,ORX,Fgn,,105,239,214,17,41,5,0,1,9,3,3,11,40,.192,.238,.229,.467,49,2,2,12,0,0,player.fcgi?id=goto--000shu
71,Brian Bogusevic*,32,ORX,Fgn,,60,193,171,19,32,12,1,3,18,3,2,15,48,.187,.280,.322,.601,55,3,7,0,0,1,player.fcgi?id=boguse001bri
