Rk,Name,Age,Tm,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Name-additional
50,Ryosuke Tatsumi,24,TOH,Fgn,,130,443,374,49,84,13,1,10,32,6,6,51,99,.225,.326,.345,.671,129,7,6,11,1,0,player.fcgi?id=tatsum000ryo
51,Junichiro Kishi,24,SEI,Fgn,,100,338,304,29,67,9,1,9,30,2,1,13,49,.220,.263,.345,.609,105,10,5,15,1,0,player.fcgi?id=kishi-000jun
52,Shuta Tonosaki,28,SEI,Fgn,,73,300,254,30,56,14,0,5,19,9,5,35,54,.220,.316,.335,.651,85,1,2,6,3,0,player.fcgi?id=tonosa000shu
53,Aito Takeda,24,SEI,Fgn,,97,316,292,24,64,18,2,8,39,1,2,13,60,.219,.265,.377,.642,110,5,6,3,2,2,player.fcgi?id=otaki-000ait
54,Torai Fushimi,31,ORX,Fgn,,91,262,238,21,52,11,1,4,25,0,1,14,39,.218,.268,.324,.592,77,5,3,5,2,0,player.fcgi?id=fusimi000tor
55,Kyota Fujiwara*,21,LOT,Fgn,,78,254,217,27,47,12,1,5,22,7,2,23,55,.217,.301,.350,.651,76,3,5,5,4,0,player.fcgi?id=fujiwa000kyo
56,Kenta Imamiya,29,FKA,Fgn,,125,413,365,27,78,15,2,4,30,4,1,22,70,.214,.259,.299,.558,109,5,1,23,2,0,player.fcgi?id=imamiy000ken
57,Keita Nakagawa,25,ORX,Fgn,,61,169,156,19,33,3,1,1,7,1,0,8,23,.212,.259,.263,.522,41,4,2,3,0,0,player.fcgi?id=nakaga000kei
58,Koki Yamaguchi,20,LOT,Fgn,,78,228,203,20,42,3,1,9,20,0,1,25,53,.207,.294,.365,.658,74,5,0,0,0,0,player.fcgi?id=yamagu000kok
59,Yushi Shimizu,25,NPN,Fgn,,100,256,214,19,44,6,0,4,18,0,0,28,60,.206,.294,.290,.584,62,3,0,11,3,0,player.fcgi?id=shimiz000yus
60,Taishi Ohta,31,NPN,Fgn,,76,206,191,11,39,5,2,3,20,1,1,14,50,.204,.257,.298,.556,57,10,0,0,1,3,player.fcgi?id=ota---001tai
61,Adeiny Hechavarría,32,LOT,Fgn,,79,216,207,16,42,11,0,4,24,0,1,6,40,.203,.222,.314,.536,65,6,0,0,3,0,player.fcgi?id=hechav001ade
62,Ukyo Shuto,25,FKA,Fgn,,70,188,169,24,34,1,0,3,5,21,5,12,49,.201,.258,.260,.519,44,1,1,6,0,0,player.fcgi?id=shuto-000uky
63,Haruka Yamada,24,SEI,Fgn,,98,173,147,14,29,6,1,0,18,1,2,13,41,.197,.258,.252,.509,37,1,0,10,3,0,player.fcgi?id=yamada001har
64,Yuji Kaneko,31,SEI,Fgn,,101,220,198,24,38,7,1,0,9,9,9,12,39,.192,.243,.237,.480,47,7,2,6,2,0,player.fcgi?id=kaneko001yuj
65,Hikaru Ohta,24,TOH,Fgn,,107,281,240,25,45,4,0,4,23,1,1,17,64,.188,.260,.254,.515,61,2,7,16,1,0,player.fcgi?id=ota---000hik
66,Ryo Ohta,20,ORX,Fgn,,53,159,151,10,26,2,0,3,9,1,0,4,44,.172,.194,.245,.439,37,3,0,4,0,0,player.fcgi?id=ota---000ryo
