Rk,Name,Age,Tm,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Name-additional
52,Gregory Polanco*,30,YOM,Fgn,,138,484,438,55,105,21,1,24,58,2,3,42,109,.240,.306,.457,.762,200,6,1,0,3,1,player.fcgi?id=polanc001gre
53,Keito Mori,20,YKO,Fgn,,61,168,154,15,36,3,0,2,6,5,4,13,42,.234,.293,.292,.586,45,4,0,1,0,2,player.fcgi?id=mori--000kei
54,Souma Uchiyama,20,YKU,Fgn,,74,197,177,25,41,11,0,4,19,0,0,16,52,.232,.299,.362,.661,64,6,1,3,0,0,player.fcgi?id=uchiya000sou
55,Ryutaro Umeno,31,HAN,Fgn,,100,331,294,26,67,2,1,4,25,2,1,30,77,.228,.298,.282,.581,83,16,0,6,1,5,player.fcgi?id=umeno-001ryu
56,Yoshio Itoi,40,HAN,Fgn,,62,182,163,12,37,3,0,3,22,0,0,16,29,.227,.302,.301,.603,49,3,2,0,1,2,player.fcgi?id=itoi--001yos
57,Mel Rojas,32,HAN,Fgn,,89,211,183,19,41,7,0,9,27,0,0,22,53,.224,.322,.410,.732,75,4,5,0,1,1,player.fcgi?id=rojas-002mel
58,Ryuhei Matsuyama,36,HIR,Fgn,,88,166,152,9,33,7,0,2,23,0,0,11,22,.217,.265,.303,.568,46,2,0,0,3,1,player.fcgi?id=matsuy001ryu
59,Tsubasa Aizawa,34,HIR,Fgn,,98,325,290,18,60,10,0,3,33,0,0,23,49,.207,.276,.272,.548,79,11,6,2,4,0,player.fcgi?id=aizawa001tsu
60,Kosuke Ukai,23,CNI,Fgn,,59,195,180,14,37,8,1,4,16,1,0,9,64,.206,.262,.328,.589,59,0,5,0,1,0,player.fcgi?id=ukai--000kos
61,Hiroki Minei,31,YKO,Fgn,,93,262,244,15,50,7,0,5,30,0,1,6,54,.205,.237,.295,.532,72,10,5,5,2,3,player.fcgi?id=minei-000hir
62,Tatsuhiro Shibata,28,YKO,Fgn,,96,198,169,17,33,5,1,0,1,1,2,20,29,.195,.284,.237,.521,40,3,1,8,0,2,player.fcgi?id=shibat000tat
