Rk,Name,Age,Tm,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Name-additional
17,Shogo Sakakura,26,HIR,Fgn,,121,462,427,43,119,19,1,12,44,3,2,31,80,.279,.328,.412,.740,176,7,1,1,2,3,player.fcgi?id=sakaku000sho
18,Yoshihiro Maru,35,YOM,Fgn,,138,595,525,51,146,18,1,14,45,8,4,65,93,.278,.360,.396,.756,208,9,3,0,2,5,player.fcgi?id=maru--001yos
19,Shota Morishita,23,HAN,Fgn,,129,526,458,64,126,24,2,16,73,0,2,53,78,.275,.363,.441,.804,202,13,12,0,3,1,player.fcgi?id=morish000sho
20,Kaito Muramatsu,23,CNI,Fgn,,109,418,371,35,102,14,3,1,25,3,4,26,81,.275,.327,.337,.664,125,7,4,14,3,1,player.fcgi?id=murama000kai
21,Keita Sano,29,YKO,Fgn,,139,566,524,51,143,34,0,8,62,0,0,35,53,.273,.322,.384,.705,201,17,4,0,3,3,player.fcgi?id=sano--000kei
22,Takaya Ishikawa,23,CNI,Fgn,,82,275,254,17,69,16,0,4,25,0,0,17,37,.272,.320,.382,.702,97,9,2,0,2,0,player.fcgi?id=ishika003tak
23,Coco Montes,27,YOM,Fgn,,46,159,151,14,41,15,0,1,14,1,0,7,21,.272,.308,.391,.699,59,3,1,0,0,2,player.fcgi?id=montes000coc
24,Takayoshi Noma,31,HIR,Fgn,,113,443,391,40,106,14,5,1,28,8,5,43,52,.271,.350,.340,.690,133,9,5,3,1,1,player.fcgi?id=noma--000tak
25,Masayuki Kuwahara,30,YKO,Fgn,,106,321,285,35,77,12,0,5,24,8,0,19,42,.270,.321,.365,.685,104,6,4,9,4,0,player.fcgi?id=kuwaha000mas
26,Ukyo Maegawa*,21,HAN,Fgn,,116,362,324,25,87,16,0,4,42,0,0,27,50,.269,.343,.355,.697,115,7,10,0,1,0,player.fcgi?id=maegaw000uky
27,Teruaki Sato,25,HAN,Fgn,,120,496,451,58,121,21,4,16,70,0,2,36,133,.268,.327,.439,.766,198,11,5,0,4,2,player.fcgi?id=sato--000ter
28,José Osuna,31,YKU,Fgn,,141,585,539,54,144,28,0,17,72,0,3,40,91,.267,.320,.414,.733,223,24,3,0,3,3,player.fcgi?id=ozuna-001jos
29,Orlando Calixte,32,CNI,Fgn,,114,393,372,30,97,11,1,7,36,2,2,15,67,.261,.287,.352,.639,131,9,0,3,3,3,player.fcgi?id=caxito001orl
30,Haruki Nishikawa,32,YKU,Fgn,,113,363,308,43,80,13,2,1,24,10,2,40,51,.260,.350,.325,.675,100,3,6,3,6,1,player.fcgi?id=nishik000har
31,Shuhei Takahashi,30,CNI,Fgn,,60,190,173,8,45,6,0,2,16,0,1,13,40,.260,.316,.329,.645,57,7,1,3,0,2,player.fcgi?id=takaha000shu
32,Masaya Yano,25,HIR,Fgn,,137,495,430,45,112,13,6,2,38,13,10,38,109,.260,.322,.333,.655,143,8,3,20,4,1,player.fcgi?id=yano--001mas
33,Takeshi Miyamoto,29,YKU,Fgn,,60,164,147,12,38,3,0,0,6,1,0,11,25,.259,.313,.279,.591,41,3,1,4,1,0,player.fcgi?id=miyamo002tak
34,Yusuke Ohyama,29,HAN,Fgn,,130,545,483,63,125,18,0,14,68,0,4,52,88,.259,.338,.383,.721,185,19,7,0,3,3,player.fcgi?id=oyama-000yus
35,Tatsuo Ebina,26,YKO,Fgn,,76,253,223,28,57,13,0,3,17,3,7,17,51,.256,.324,.354,.678,79,1,6,6,1,1,player.fcgi?id=ebina-000tat
36,Yuki Okabayashi,22,CNI,Fgn,,123,460,425,34,109,10,3,0,12,10,7,29,62,.256,.304,.294,.598,125,2,0,6,0,2,player.fcgi?id=okabay000yuk
37,Ryuki Watarai,21,YKO,Fgn,,75,272,251,21,64,7,1,3,24,2,2,12,43,.255,.306,.327,.633,82,6,7,1,1,0,player.fcgi?id=watara000ryu
38,Takumi Ohshiro,31,YOM,Fgn,,96,321,283,19,72,17,0,3,27,0,0,31,62,.254,.330,.346,.677,98,3,3,0,4,2,player.fcgi?id=oshiro000tak
39,Keito Mori,22,YKO,Fgn,,71,200,187,16,47,12,1,0,5,8,6,12,43,.251,.295,.326,.621,61,4,0,0,1,2,player.fcgi?id=mori--000kei
40,Yasuhiro Yamamoto,30,CNI,Fgn,,79,179,156,14,39,3,0,1,9,1,1,15,33,.250,.312,.288,.601,45,1,0,6,2,0,player.fcgi?id=yamamo003yas
41,Yota Kyoda,30,YKO,Fgn,,101,236,216,18,53,7,1,1,27,3,1,13,43,.245,.284,.301,.585,65,4,0,4,3,2,player.fcgi?id=kyoda-000yot
42,Munetaka Murakami,24,YKU,Fgn,,143,610,500,82,122,13,1,33,86,10,5,105,180,.244,.379,.472,.851,236,6,4,0,1,9,player.fcgi?id=muraka000mun
43,Makoto Kadowaki,23,YOM,Fgn,,129,405,350,29,85,9,1,0,21,9,3,37,63,.243,.319,.274,.593,96,3,2,16,0,7,player.fcgi?id=kadowa000mak
44,Yukinori Kishida,27,YOM,Fgn,,88,298,269,22,65,10,1,4,26,2,2,14,43,.242,.287,.331,.618,89,11,4,9,2,0,player.fcgi?id=kishid000yuk
45,Ryosuke Kikuchi,34,HIR,Fgn,,136,497,453,27,109,19,0,9,38,2,2,25,69,.241,.281,.342,.623,155,9,1,17,1,3,player.fcgi?id=kikuch000ryo
46,Kazuya Maruyama*,24,YKU,Fgn,,96,296,253,30,61,7,1,0,12,4,2,24,49,.241,.312,.277,.589,70,2,2,17,0,1,player.fcgi?id=maruya001kaz
47,Shogo Asano,19,YOM,Fgn,,40,158,146,18,35,11,2,3,18,1,0,7,27,.240,.282,.404,.686,59,2,2,2,1,1,player.fcgi?id=asano-000sho
48,Hayato Sakamoto,35,YOM,Fgn,,109,426,395,34,94,14,0,7,34,1,0,27,72,.238,.286,.327,.613,129,14,1,0,3,1,player.fcgi?id=sakamo001hay
49,Shota Suekane,28,HIR,Fgn,,79,304,286,22,68,14,0,9,37,1,2,12,85,.238,.283,.381,.664,109,6,6,0,0,0,player.fcgi?id=suekan000sho
50,Yuhei Nakamura,34,YKU,Fgn,,96,353,291,16,69,9,0,0,23,0,0,30,54,.237,.315,.268,.583,78,7,4,26,2,5,player.fcgi?id=nakamu001yuh
51,Yutaro Itayama,30,CNI,Fgn,,65,194,178,11,42,4,3,3,13,1,1,14,36,.236,.290,.343,.633,61,9,0,1,1,2,player.fcgi?id=itayam000yut
52,Takumu Nakano,28,HAN,Fgn,,143,634,547,63,127,20,2,1,32,6,7,46,97,.232,.297,.282,.579,154,10,5,35,1,0,player.fcgi?id=nakano004tak
53,Shunsuke Sasaki,24,YOM,Fgn,,59,156,143,13,33,5,1,0,6,2,1,9,44,.231,.275,.280,.554,40,3,0,3,1,0,player.fcgi?id=sasaki000shu
54,Shota Dohbayashi,32,HIR,Fgn,,87,273,244,15,56,13,0,1,17,0,2,16,67,.230,.277,.295,.572,72,4,1,9,3,0,player.fcgi?id=dobaya000sho
55,Takuya Kinoshita,32,CNI,Fgn,,74,203,180,11,41,4,0,3,9,0,0,9,26,.228,.265,.300,.565,54,9,0,14,0,0,player.fcgi?id=kinosh000tak
56,Tetsuto Yamada,31,YKU,Fgn,,110,385,340,38,77,14,1,14,39,1,0,36,86,.226,.306,.397,.704,135,6,5,0,4,1,player.fcgi?id=yamada000tet
57,Mikiya Tanaka,23,CNI,Fgn,,112,343,313,26,70,8,2,2,23,5,1,20,46,.224,.270,.281,.551,88,3,0,10,0,1,player.fcgi?id=tanaka000mik
58,Seishiro Sakamoto,30,HAN,Fgn,,64,218,193,11,43,3,0,0,12,0,0,12,38,.223,.274,.238,.512,46,6,2,10,1,0,player.fcgi?id=sakamo000sei
59,Sho Nakata,35,CNI,Fgn,,62,225,212,15,46,10,0,4,21,0,0,9,34,.217,.249,.321,.570,68,9,1,0,3,2,player.fcgi?id=nakata001sho
60,Masaya Hagio,23,YOM,Fgn,,56,163,149,13,32,8,2,2,12,0,2,11,41,.215,.272,.336,.607,50,4,1,1,1,1,player.fcgi?id=hagio-000mas
61,Seiya Kinami,30,HAN,Fgn,,116,409,359,27,77,13,1,1,35,1,0,32,64,.214,.285,.265,.550,95,17,4,13,1,4,player.fcgi?id=kinami000sei
62,Ryutaro Umeno,33,HAN,Fgn,,95,318,268,18,56,9,0,0,15,0,1,30,84,.209,.289,.243,.532,65,6,1,17,2,3,player.fcgi?id=umeno-001ryu
63,Yuta Izuguchi,25,YOM,Fgn,,66,185,164,10,33,6,1,1,9,1,0,18,24,.201,.280,.268,.549,44,2,0,3,0,1,player.fcgi?id=izuguc000yut
64,Yoshi Tsutsugo,32,YKO,Fgn,,57,168,149,12,28,6,3,7,23,0,0,16,51,.188,.274,.409,.683,61,5,2,0,1,1,player.fcgi?id=tsutsu000yos
65,Tsubasa Aizawa,36,HIR,Fgn,,57,159,150,9,28,6,0,0,13,0,0,7,43,.187,.233,.227,.459,34,6,2,0,0,1,player.fcgi?id=aizawa001tsu
