Rk,Name,Age,Tm,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Name-additional
15,Eigoro Mogi,25,TOH,Fgn,,141,648,568,86,160,28,6,13,55,7,5,66,121,.282,.358,.421,.779,239,7,3,9,2,1,player.fcgi?id=mogi--000eig
16,Ryoichi Adachi,31,ORX,Fgn,,56,179,155,18,43,6,1,2,20,10,2,18,29,.277,.354,.368,.722,57,5,1,4,1,0,player.fcgi?id=adachi000ryo
17,Sosuke Genda,26,SEI,Fgn,,135,609,540,90,148,23,6,2,41,30,9,40,67,.274,.324,.350,.674,189,9,1,25,3,0,player.fcgi?id=genda-000sos
18,Shuta Tonosaki,26,SEI,Fgn,,143,621,533,96,146,27,6,26,90,22,6,63,132,.274,.353,.493,.846,263,9,5,14,6,0,player.fcgi?id=tonosa000shu
19,Yuma Mune,23,ORX,Fgn,,54,177,148,16,40,6,1,2,14,7,3,13,30,.270,.370,.365,.735,54,4,11,4,1,0,player.fcgi?id=mune--000yum
20,Yudai Fujioka,25,LOT,Fgn,,81,278,250,36,66,14,1,2,21,3,1,16,33,.264,.306,.352,.658,88,4,0,10,2,0,player.fcgi?id=fujiok000yud
21,Hideto Asamura,28,TOH,Fgn,,143,635,529,93,139,26,2,33,92,1,1,93,162,.263,.372,.507,.878,268,12,4,0,9,9,player.fcgi?id=asamur001hid
22,Koji Ohshiro,26,ORX,Fgn,,91,345,302,36,79,18,2,3,28,11,10,25,56,.262,.329,.364,.694,110,4,6,11,1,0,player.fcgi?id=oshiro000koj
23,Ryo Watanabe,24,NPN,Fgn,,132,543,481,60,126,16,5,11,58,0,2,48,120,.262,.333,.385,.718,185,8,6,3,5,0,player.fcgi?id=watana002ryo
24,Jabari Blash,29,TOH,Fgn,,128,527,426,66,111,20,0,33,95,2,3,81,157,.261,.397,.540,.936,230,7,17,0,3,2,player.fcgi?id=blash-001jab
25,Takuya Kai,26,FKA,Fgn,,137,454,377,42,98,15,0,11,43,9,4,50,114,.260,.346,.387,.733,146,9,1,23,3,0,player.fcgi?id=kai---000tak
26,Nobuhiro Matsuda,36,FKA,Fgn,,143,576,534,64,139,25,2,30,76,5,3,33,115,.260,.305,.483,.788,258,14,3,2,4,4,player.fcgi?id=matsud001nob
27,Alfredo Despaigne,33,FKA,Fgn,,130,519,448,61,116,9,0,36,88,0,1,63,119,.259,.355,.520,.875,233,6,5,0,3,1,player.fcgi?id=despai000alf
28,Shuhei Fukuda,30,FKA,Fgn,,80,183,166,27,43,8,0,9,26,9,3,11,48,.259,.302,.470,.772,78,1,0,4,2,1,player.fcgi?id=fukuda001shu
29,Yushi Shimizu,23,NPN,Fgn,,98,246,216,17,56,8,0,5,24,0,1,19,51,.259,.321,.366,.686,79,6,1,9,1,0,player.fcgi?id=shimiz000yus
30,Katsuya Kakunaka,32,LOT,Fgn,,108,435,368,47,95,17,1,8,48,2,2,55,63,.258,.359,.375,.734,138,10,5,3,4,2,player.fcgi?id=kakuna001kat
31,Kenta Imamiya,27,FKA,Fgn,,106,426,383,44,98,15,0,14,41,4,5,32,67,.256,.317,.405,.722,155,3,3,7,1,2,player.fcgi?id=imamiy000ken
32,Seiichi Uchikawa,36,FKA,Fgn,,137,535,500,49,128,21,0,12,41,3,0,28,49,.256,.296,.370,.666,185,16,2,1,4,4,player.fcgi?id=uchika001sei
33,Hotaka Yamakawa,27,SEI,Fgn,,143,626,524,93,134,20,0,43,120,1,0,86,142,.256,.372,.540,.912,283,13,13,0,3,8,player.fcgi?id=yamaka000hot
34,Kensuke Tanaka,38,NPN,Fgn,,89,170,153,15,39,6,2,1,16,0,0,14,17,.255,.315,.340,.655,52,3,0,2,1,1,player.fcgi?id=tanaka001ken
35,Po Jung Wang,25,NPN,Fgn,,88,340,306,18,78,13,0,3,35,1,0,25,65,.255,.321,.327,.647,100,6,6,0,3,1,player.fcgi?id=wang--000po-
36,Ikuhiro Kiyota,33,LOT,Fgn,,117,377,336,49,85,8,2,10,57,1,3,35,77,.253,.325,.378,.703,127,6,2,2,2,1,player.fcgi?id=kiyota001iku
37,Seiya Inoue,29,LOT,Fgn,,129,508,429,60,108,16,1,24,65,0,0,67,98,.252,.362,.462,.824,198,10,9,0,3,1,player.fcgi?id=inoue-000sei
38,Takumi Kuriyama,35,SEI,Fgn,,123,466,409,35,103,21,0,7,54,0,0,48,100,.252,.333,.355,.687,145,13,3,3,3,2,player.fcgi?id=kuriya001tak
39,Yuji Kaneko,29,SEI,Fgn,,133,524,463,60,116,8,1,3,33,41,10,49,81,.251,.324,.292,.616,135,3,3,6,3,1,player.fcgi?id=kaneko001yuj
40,Shuhei Fukuda,26,ORX,Fgn,,135,583,492,65,123,13,5,2,38,30,14,62,57,.250,.342,.309,.651,152,7,8,19,2,0,player.fcgi?id=fukuda002shu
41,Kenji Akashi,33,FKA,Fgn,,99,315,282,31,70,12,3,5,21,6,2,26,66,.248,.313,.365,.678,103,6,1,5,1,1,player.fcgi?id=akashi001ken
42,Brandon Laird,31,LOT,Fgn,,139,553,487,59,121,18,0,32,89,0,0,55,128,.248,.333,.483,.815,235,18,8,0,3,2,player.fcgi?id=laird-001bra
43,Steven Moya,27,ORX,Fgn,,64,255,242,24,59,7,0,10,35,0,0,10,59,.244,.278,.397,.675,96,7,2,0,1,0,player.fcgi?id=moya--001ste
44,Tatsuhiro Tamura,25,LOT,Fgn,,100,321,284,30,69,12,1,3,31,1,2,22,59,.243,.294,.324,.618,92,8,0,12,3,0,player.fcgi?id=tamura000tat
45,Zelous Wheeler,32,TOH,Fgn,,117,472,411,53,100,15,0,19,67,3,5,43,96,.243,.320,.418,.738,172,22,8,0,10,0,player.fcgi?id=wheele001zel
46,Taisei Makihara,26,FKA,Fgn,,114,436,409,37,99,14,2,3,27,10,13,10,85,.242,.267,.308,.575,126,2,4,12,1,0,player.fcgi?id=makiha000tai
47,Sho Nakata,30,NPN,Fgn,,124,514,450,55,109,21,0,24,80,0,0,55,83,.242,.329,.449,.778,202,16,5,0,4,4,player.fcgi?id=nakata001sho
48,Masahiro Nishino,28,ORX,Fgn,,56,188,166,21,40,5,1,1,14,1,0,16,24,.241,.314,.301,.615,50,1,2,3,1,0,player.fcgi?id=nishin000mas
49,Shota Hiranuma,21,NPN,Fgn,,73,184,165,20,39,9,2,1,16,2,1,10,26,.236,.291,.333,.624,55,3,3,5,1,0,player.fcgi?id=hiranu000sho
50,Leonys Martín,31,LOT,Fgn,,52,228,194,32,45,9,0,14,39,3,3,26,57,.232,.342,.495,.837,96,4,7,0,1,1,player.fcgi?id=martin007leo
51,Shogo Nakamura,27,LOT,Fgn,,143,586,512,68,119,22,0,17,59,12,6,53,96,.232,.317,.375,.692,192,10,12,6,3,2,player.fcgi?id=nakamu000sho
52,Ryosuke Tatsumi,22,TOH,Fgn,,124,369,314,42,72,12,2,4,25,13,3,39,101,.229,.320,.318,.639,100,4,4,10,2,1,player.fcgi?id=tatsum000ryo
53,Hiromi Oka,27,LOT,Fgn,,95,182,154,36,35,8,1,6,16,13,1,18,32,.227,.330,.409,.739,63,5,6,3,1,1,player.fcgi?id=oka---000hir
54,Yoshiaki Watanabe,22,TOH,Fgn,,77,245,218,15,49,8,1,1,26,0,0,14,40,.225,.274,.284,.558,62,5,1,11,1,1,player.fcgi?id=watana000yos
55,Shunta Gotoh,26,ORX,Fgn,,91,194,165,17,37,7,3,1,22,4,3,19,47,.224,.314,.321,.635,53,1,3,6,1,0,player.fcgi?id=goto--000shu
56,Kazunari Ishii,25,NPN,Fgn,,76,226,196,26,44,10,3,4,22,2,3,16,61,.224,.282,.367,.649,72,3,0,13,1,0,player.fcgi?id=ishii-002kaz
57,Go Kamamoto,25,FKA,Fgn,,86,189,173,18,38,2,1,4,11,11,1,12,56,.220,.270,.312,.582,54,2,0,4,0,0,player.fcgi?id=kamamo000go-
58,Fumikazu Kimura,30,SEI,Fgn,,130,441,391,46,86,12,3,10,38,16,9,24,101,.220,.270,.343,.613,134,3,5,15,6,0,player.fcgi?id=kimura001fum
59,Shuhei Kojima,32,ORX,Fgn,,103,266,246,23,54,9,0,4,18,7,4,16,49,.220,.266,.305,.571,75,2,0,3,1,0,player.fcgi?id=kojima000shu
60,Takuya Nakashima,28,NPN,Fgn,,120,328,291,39,64,5,1,0,16,12,5,22,70,.220,.278,.244,.522,71,2,2,12,1,0,player.fcgi?id=nakash000tak
61,Yuya Oda,29,ORX,Fgn,,82,203,180,21,37,5,2,3,21,9,5,12,47,.206,.275,.306,.581,55,0,6,3,2,0,player.fcgi?id=oda---000yuy
62,Kotaro Kiyomiya,20,NPN,Fgn,,81,278,250,26,51,11,1,7,33,0,1,21,75,.204,.270,.340,.610,85,4,3,0,4,0,player.fcgi?id=kiyomi010kot
63,Hayato Nishiura,20,ORX,Fgn,,77,239,220,24,43,8,1,1,18,8,3,13,56,.195,.239,.255,.494,56,1,0,5,1,0,player.fcgi?id=nishiu000hay
64,Seiji Uebayashi,23,FKA,Fgn,,99,286,258,28,50,6,2,11,31,10,4,18,75,.194,.254,.360,.614,93,2,3,6,1,2,player.fcgi?id=uebaya000sei
65,Kazuki Tanaka,24,TOH,Fgn,,59,193,160,22,30,6,2,1,9,3,7,26,37,.188,.298,.269,.567,43,3,0,5,2,1,player.fcgi?id=tanaka004kaz
66,Toshitake Yokoo,26,NPN,Fgn,,78,191,170,7,32,10,0,3,13,0,0,15,34,.188,.268,.300,.568,51,4,4,1,1,2,player.fcgi?id=yokoo-000tos
67,Kenya Wakatsuki,23,ORX,Fgn,,138,348,298,21,53,9,0,1,21,2,0,21,73,.178,.241,.218,.460,65,4,4,25,0,1,player.fcgi?id=wakats000ken
