Rk,Name,Age,Tm,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Name-additional
29,Masaki Mimori,23,FKA,Fgn,,102,437,393,58,101,13,4,9,36,20,3,28,81,.257,.309,.379,.688,149,3,3,10,3,0,player.fcgi?id=mimori000mas
30,Shogo Nakamura,30,LOT,Fgn,,138,596,498,52,128,31,0,12,68,15,6,70,86,.257,.354,.392,.746,195,13,10,9,9,3,player.fcgi?id=nakamu000sho
31,Daichi Suzuki,32,TOH,Fgn,,125,477,408,39,105,19,0,5,35,4,2,38,52,.257,.344,.341,.685,139,11,18,9,4,0,player.fcgi?id=suzuki001dai
32,Shingo Usami,29,NPN,Fgn,,81,237,215,22,55,10,0,5,24,0,0,12,42,.256,.296,.372,.668,80,0,1,7,2,0,player.fcgi?id=usami-000shi
33,Akira Nakamura*,32,FKA,Fgn,,114,435,379,34,96,12,2,7,51,2,3,45,48,.253,.334,.351,.685,133,7,2,7,2,2,player.fcgi?id=nakamu000aki
34,Hideto Asamura,31,TOH,Fgn,,143,633,532,73,134,17,0,27,86,4,3,92,137,.252,.365,.436,.801,232,13,5,0,4,7,player.fcgi?id=asamur001hid
35,Tomoya Mori,26,SEI,Fgn,,102,412,366,45,92,21,3,8,38,2,1,41,66,.251,.328,.391,.718,143,11,1,3,1,0,player.fcgi?id=mori--000tom
36,Shohei Suzuki*,24,SEI,Fgn,,58,227,212,14,53,10,1,1,13,1,4,9,24,.250,.279,.321,.600,68,2,0,5,1,0,player.fcgi?id=suzuki001sho
37,Seiya Inoue,32,LOT,Fgn,,60,232,199,23,49,14,0,7,34,0,0,29,54,.246,.345,.422,.767,84,2,2,0,2,0,player.fcgi?id=inoue-000sei
38,Aito Takeda,25,SEI,Fgn,,121,393,366,34,89,19,0,9,28,9,4,10,70,.243,.266,.369,.635,135,7,2,14,1,0,player.fcgi?id=otaki-000ait
39,Yoshiaki Watanabe,25,TOH,Fgn,,60,168,153,14,37,1,2,1,17,2,3,12,24,.242,.295,.294,.589,45,2,0,2,1,0,player.fcgi?id=watana000yos
40,Isami Nomura,25,FKA,Fgn,,97,203,180,40,43,9,3,10,25,10,5,17,64,.239,.312,.489,.800,88,5,2,4,0,0,player.fcgi?id=nomura000isa
41,Ginjiro Sumitani,34,TOH,Fgn,,98,288,253,21,60,4,0,4,18,0,3,18,52,.237,.293,.300,.593,76,10,2,15,0,0,player.fcgi?id=sumita001gin
42,Koki Yamaguchi,21,LOT,Fgn,,102,349,321,40,76,14,0,16,57,1,0,23,84,.237,.295,.430,.725,138,8,4,0,1,0,player.fcgi?id=yamagu000kok
43,Kazunari Ishii,28,NPN,Fgn,,102,328,296,30,70,12,6,6,32,8,7,20,64,.236,.284,.378,.663,112,2,1,8,3,0,player.fcgi?id=ishii-002kaz
44,Yutaro Sugimoto,31,ORX,Fgn,,105,432,379,37,89,15,1,15,51,4,4,40,135,.235,.324,.398,.722,151,9,11,0,2,2,player.fcgi?id=sugimo000yut
45,Daiki Asama,26,NPN,Fgn,,75,240,224,20,52,14,1,4,15,12,3,11,55,.232,.267,.357,.624,80,3,0,4,1,0,player.fcgi?id=asama-000dai
46,Torai Fushimi,32,ORX,Fgn,,76,235,205,16,47,12,1,3,21,2,1,8,42,.229,.274,.341,.615,70,7,5,16,1,0,player.fcgi?id=fusimi000tor
47,Yuma Imagawa,25,NPN,Fgn,,94,309,273,34,62,12,1,10,39,4,4,19,70,.227,.290,.388,.679,106,6,7,6,4,2,player.fcgi?id=imagaw000yum
48,Nien Ting Wu,29,SEI,Fgn,,94,301,260,25,59,9,1,5,28,2,0,37,54,.227,.322,.327,.649,85,3,1,0,3,0,player.fcgi?id=wu----000nie
49,Tomoya Noguchi,22,ORX,Fgn,,54,167,155,15,35,6,0,1,6,0,1,9,56,.226,.277,.284,.561,44,3,2,1,0,1,player.fcgi?id=noguch000tom
50,Yuma Tongu,25,ORX,Fgn,,81,271,234,23,53,17,0,11,34,0,0,23,51,.226,.311,.440,.751,103,6,8,1,5,0,player.fcgi?id=tongu-000yum
51,Joe McCarthy*,28,ORX,Fgn,,59,212,178,17,40,7,1,4,19,0,0,26,58,.225,.344,.343,.687,61,2,7,0,1,0,player.fcgi?id=mccart002joe
52,Kotaro Kurebayashi,20,ORX,Fgn,,130,494,450,35,101,20,2,6,32,2,2,26,71,.224,.275,.318,.593,143,14,6,10,2,1,player.fcgi?id=kureba000kot
53,Eigoro Mogi,28,TOH,Fgn,,73,268,238,26,53,12,1,9,30,4,0,27,74,.223,.300,.395,.695,94,3,0,1,2,0,player.fcgi?id=mogi--000eig
54,Adeiny Hechavarría,33,LOT,Fgn,,76,257,243,19,54,13,0,2,20,4,0,10,48,.222,.251,.300,.551,73,5,0,2,2,0,player.fcgi?id=hechav001ade
55,Kotaro Kiyomiya,23,NPN,Fgn,,129,461,406,52,89,25,3,18,55,4,5,45,113,.219,.305,.429,.734,174,6,6,2,2,2,player.fcgi?id=kiyomi010kot
56,Haruki Nishikawa,30,TOH,Fgn,,108,451,372,58,81,17,4,7,37,19,8,68,103,.218,.342,.341,.683,127,2,3,6,2,0,player.fcgi?id=nishik000har
57,Hiromi Oka,30,LOT,Fgn,,98,248,207,29,45,11,2,6,19,12,0,24,56,.217,.321,.377,.698,78,4,9,5,3,0,player.fcgi?id=oka---000hir
58,Shuta Tonosaki,29,SEI,Fgn,,132,547,478,54,103,25,3,12,47,10,6,52,113,.215,.295,.356,.650,170,12,3,11,3,0,player.fcgi?id=tonosa000shu
59,Hikaru Ohta,25,TOH,Fgn,,71,182,145,10,31,4,0,3,18,1,0,21,46,.214,.325,.303,.629,44,3,3,13,0,1,player.fcgi?id=ota---000hik
60,Takero Okajima,32,TOH,Fgn,,53,199,182,20,39,8,3,3,25,2,1,10,27,.214,.264,.341,.605,62,6,3,2,2,1,player.fcgi?id=okajim000tak
61,Toshiya Satoh,24,LOT,Fgn,,118,402,359,35,77,10,1,8,31,5,1,21,63,.214,.260,.315,.574,113,11,3,13,6,1,player.fcgi?id=satoh-000tos
62,Brian O'Grady,30,SEI,Fgn,,123,465,404,42,86,24,0,15,46,2,1,54,129,.213,.312,.384,.695,155,8,5,0,2,3,player.fcgi?id=ogrady000bri
63,Arismendy Alcántara,30,NPN,Fgn,,97,285,263,27,55,6,0,14,28,4,6,21,87,.209,.267,.392,.658,103,3,0,0,1,1,player.fcgi?id=alcant003ari
64,José Marmolejos*,29,TOH,Fgn,,58,223,202,14,42,6,0,7,28,0,0,20,68,.208,.278,.342,.620,69,3,0,0,1,0,player.fcgi?id=marmol004jos
65,Chusei Mannami,22,NPN,Fgn,,100,314,296,28,60,10,2,14,40,0,2,12,112,.203,.237,.392,.629,116,2,2,2,2,0,player.fcgi?id=mannam000chu
66,Tsuyoshi Yamasaki,26,TOH,Fgn,,79,218,187,19,38,6,5,3,13,15,4,17,46,.203,.280,.337,.617,63,3,3,11,0,0,player.fcgi?id=yamasa000tsu
67,Takeya Nakamura,38,SEI,Fgn,,88,294,276,24,54,8,0,12,31,0,0,14,76,.196,.241,.355,.597,98,7,3,0,1,0,player.fcgi?id=nakamu001tak
68,Brandon Laird,34,LOT,Fgn,,112,396,365,24,69,9,0,15,48,0,0,19,92,.189,.237,.337,.574,123,9,6,0,6,2,player.fcgi?id=laird-001bra
69,Takuya Kai,29,FKA,Fgn,,130,405,323,25,58,9,1,1,27,1,3,38,85,.180,.275,.223,.498,72,9,5,38,1,0,player.fcgi?id=kai---000tak
70,Renato Núñez,28,NPN,Fgn,,63,180,167,10,29,7,1,4,12,1,0,9,61,.174,.228,.299,.527,50,1,3,0,1,1,player.fcgi?id=nunez-002ren
71,Kou Matsukawa,18,LOT,Fgn,,76,212,185,12,32,5,0,0,14,1,0,18,60,.173,.245,.200,.445,37,7,0,8,1,0,player.fcgi?id=matsuk000kou
72,Leonys Martín,34,LOT,Fgn,,68,266,221,22,36,7,0,9,25,5,2,31,76,.163,.293,.317,.610,70,1,11,0,3,2,player.fcgi?id=martin007leo
