Rk,Name,Age,Tm,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Name-additional
11,Ryota Wakiya,33,SEI,Fgn,,118,272,235,32,69,13,1,3,22,4,2,27,47,.294,.367,.396,.763,93,3,1,8,1,0,player.fcgi?id=wakiya001ryo
12,Katsuya Kakunaka,28,LOT,Fgn,,111,484,427,57,125,20,5,6,52,8,4,47,52,.293,.363,.405,.768,173,12,1,7,2,0,player.fcgi?id=kakuna001kat
13,Toshiaki Imae,31,LOT,Fgn,,98,400,373,40,107,18,4,1,38,2,2,16,35,.287,.330,.365,.695,136,17,9,0,2,1,player.fcgi?id=imae--001tos
14,Nobuhiro Matsuda,32,FKA,Fgn,,143,603,533,91,153,22,2,35,94,8,10,60,135,.287,.357,.533,.889,284,17,2,0,8,3,player.fcgi?id=matsud001nob
15,Tomoya Mori,19,SEI,Fgn,,138,530,474,51,136,33,1,17,68,0,4,44,143,.287,.357,.468,.825,222,5,9,0,3,3,player.fcgi?id=mori--000tom
16,Kensuke Tanaka,34,NPN,Fgn,,134,596,532,62,151,20,2,4,66,9,3,57,58,.284,.354,.352,.705,187,9,1,5,1,0,player.fcgi?id=tanaka001ken
17,Seiichi Uchikawa,32,FKA,Fgn,,136,585,529,60,150,24,1,11,82,1,0,45,55,.284,.340,.395,.735,209,24,4,0,7,2,player.fcgi?id=uchika001sei
18,Dae-ho Lee,33,FKA,Fgn,,141,584,510,68,144,30,0,31,98,0,1,62,109,.282,.368,.524,.892,267,17,9,0,3,0,player.fcgi?id=lee---000dae
19,Takahiro Okada*,27,ORX,Fgn,,105,416,389,44,109,19,2,11,51,2,0,17,80,.280,.317,.424,.741,165,9,6,0,4,0,player.fcgi?id=okada-001tak
20,Takeya Nakamura,31,SEI,Fgn,,139,599,521,82,145,35,0,37,124,1,0,68,172,.278,.367,.559,.926,291,12,7,0,3,4,player.fcgi?id=nakamu001tak
21,Haruki Nishikawa,23,NPN,Fgn,,125,521,442,68,122,18,9,5,35,30,7,60,98,.276,.368,.391,.759,173,1,4,15,0,2,player.fcgi?id=nishik000har
22,Keizo Kawashima,31,FKA,Fgn,,77,194,157,34,43,6,4,2,20,7,2,22,29,.274,.368,.401,.769,63,2,3,9,3,0,player.fcgi?id=kawash001kei
23,Kazuya Fukuura*,39,LOT,Fgn,,73,199,173,17,47,3,0,2,21,1,0,20,34,.272,.367,.324,.691,56,4,6,0,0,1,player.fcgi?id=fukuur001kaz
24,Naoto Watanabe,34,SEI,Fgn,,83,188,158,20,43,7,1,0,23,1,0,14,26,.272,.348,.329,.677,52,2,5,10,1,0,player.fcgi?id=watana001nao
25,Hikaru Itoh,26,ORX,Fgn,,104,290,247,20,67,9,1,1,28,0,1,29,53,.271,.348,.328,.676,81,4,1,11,2,1,player.fcgi?id=ito---001hik
26,Hideto Asamura,24,SEI,Fgn,,141,627,537,88,145,19,2,13,81,12,9,69,136,.270,.362,.385,.747,207,13,12,2,7,0,player.fcgi?id=asamur001hid
27,Kazuya Fujita,32,TOH,Fgn,,111,451,392,38,106,14,1,5,43,8,3,28,30,.270,.326,.349,.676,137,3,8,16,7,2,player.fcgi?id=fujita001kaz
28,Takashi Ogino,29,LOT,Fgn,,82,309,279,42,75,9,2,2,13,18,5,16,38,.269,.317,.337,.654,94,5,4,9,1,0,player.fcgi?id=ogino-001tak
29,Takumi Kuriyama,31,SEI,Fgn,,142,622,533,66,143,25,0,10,42,3,1,72,88,.268,.358,.371,.730,198,15,5,8,4,0,player.fcgi?id=kuriya001tak
30,Wily Mo Peña,33,TOH,Fgn,,125,492,406,51,109,20,1,17,40,1,3,70,111,.268,.396,.448,.845,182,5,16,0,0,0,player.fcgi?id=pena--002wil
31,Esteban Germán,37,ORX,Fgn,,73,245,221,31,59,8,1,1,15,17,2,24,40,.267,.339,.326,.665,72,7,0,0,0,0,player.fcgi?id=german001est
32,Takuya Nakashima,24,NPN,Fgn,,143,617,515,69,136,8,2,0,39,34,7,66,93,.264,.350,.287,.637,148,10,2,34,0,0,player.fcgi?id=nakash000tak
33,Kenji Akashi,29,FKA,Fgn,,115,394,342,49,90,12,3,3,30,11,5,31,64,.263,.330,.342,.672,117,4,5,12,4,1,player.fcgi?id=akashi001ken
34,Sho Nakata,26,NPN,Fgn,,143,611,539,72,142,26,0,30,102,1,0,64,120,.263,.339,.479,.817,258,11,1,0,7,4,player.fcgi?id=nakata001sho
35,Daichi Suzuki,25,LOT,Fgn,,142,564,487,60,128,24,4,6,50,1,5,47,58,.263,.330,.366,.695,178,10,3,24,3,1,player.fcgi?id=suzuki001dai
36,Yoshio Itoi,33,ORX,Fgn,,132,565,484,61,127,22,0,17,68,11,4,72,78,.262,.366,.413,.780,200,10,8,0,1,2,player.fcgi?id=itoi--001yos
37,Daikan Yoh,28,NPN,Fgn,,86,381,352,47,91,10,2,7,36,14,2,21,93,.259,.306,.358,.664,126,4,4,2,2,1,player.fcgi?id=yang--001chu
38,Alfredo Despaigne,29,LOT,Fgn,,103,409,353,49,91,18,0,18,62,0,1,49,89,.258,.352,.462,.814,163,9,4,0,3,2,player.fcgi?id=despai000alf
39,Kazuo Matsui,39,TOH,Fgn,,126,501,445,52,114,17,1,10,48,14,2,43,82,.256,.324,.366,.690,163,7,3,7,3,3,player.fcgi?id=matsui001kaz
40,Luis Cruz,31,LOT,Fgn,,133,532,501,48,128,23,1,16,73,0,0,24,66,.255,.289,.401,.691,201,7,2,0,5,1,player.fcgi?id=cruz--001lui
41,Zelous Wheeler,28,TOH,Fgn,,91,313,274,28,70,12,0,14,50,1,0,30,63,.255,.339,.453,.791,124,6,6,0,3,0,player.fcgi?id=wheele001zel
42,Francisco Caraballo,31,ORX,Fgn,,64,247,222,26,56,9,0,12,35,0,1,17,63,.252,.316,.455,.771,101,3,5,0,3,0,player.fcgi?id=caraba001fra
43,Ryo Hijirisawa,29,TOH,Fgn,,86,288,258,26,65,12,2,0,12,15,5,23,68,.252,.317,.314,.631,81,4,2,4,1,0,player.fcgi?id=hijiri001ryo
44,Tadahito Iguchi,40,LOT,Fgn,,87,250,227,21,56,17,1,6,28,1,0,21,65,.247,.316,.410,.726,93,4,2,0,0,0,player.fcgi?id=iguchi001tad
45,Shunichi Nemoto,31,LOT,Fgn,,62,187,163,19,40,3,5,2,15,2,1,20,41,.245,.326,.362,.688,59,0,0,3,1,0,player.fcgi?id=nemoto001shu
46,Yoshifumi Okada*,30,LOT,Fgn,,112,205,188,24,46,2,3,0,13,11,2,8,22,.245,.283,.287,.570,54,0,2,7,0,0,player.fcgi?id=okada-001yos
47,Hiroyuki Nakajima,32,ORX,Fgn,,117,483,417,43,100,19,0,10,46,1,2,53,93,.240,.342,.357,.699,149,10,12,0,1,1,player.fcgi?id=nakaji001hir
48,Ryoichi Adachi,27,ORX,Fgn,,139,593,506,57,121,16,3,11,55,16,15,48,68,.239,.310,.348,.658,176,11,6,29,4,0,player.fcgi?id=adachi000ryo
49,Mitsutaka Goto,36,TOH,Fgn,,117,444,413,31,98,18,0,9,42,13,8,12,48,.237,.265,.346,.611,143,8,5,10,4,0,player.fcgi?id=gotoh-001mit
50,Tomoki Takata,25,FKA,Fgn,,81,175,156,16,37,3,1,1,11,4,2,12,43,.237,.292,.288,.580,45,2,0,7,0,0,player.fcgi?id=takata000tom
51,Hiromi Oka,23,NPN,Fgn,,101,294,259,35,61,14,0,4,26,18,3,17,64,.236,.299,.336,.635,87,8,7,10,1,0,player.fcgi?id=oka---000hir
52,Ernesto Mejia,29,SEI,Fgn,,135,525,473,52,111,31,0,27,89,0,0,45,153,.235,.307,.471,.778,223,14,5,0,2,1,player.fcgi?id=mejia-001ern
53,Taishi Nakagawa,25,TOH,Fgn,,62,206,187,14,44,8,0,5,21,2,1,12,60,.235,.293,.358,.651,67,6,4,1,2,0,player.fcgi?id=nakaga001tai
54,Shunta Gotoh,22,ORX,Fgn,,135,382,334,31,78,8,2,2,31,8,9,24,69,.234,.294,.287,.582,96,4,6,15,3,0,player.fcgi?id=goto--000shu
55,Shuhei Fukuda,26,FKA,Fgn,,84,183,168,28,39,11,2,1,14,10,4,12,35,.232,.283,.339,.623,57,1,0,3,0,0,player.fcgi?id=fukuda001shu
56,Brandon Laird,27,NPN,Fgn,,143,554,498,62,115,22,2,34,97,1,0,43,129,.231,.301,.488,.789,243,18,9,0,4,0,player.fcgi?id=laird-001bra
57,Shogo Nakamura,23,LOT,Fgn,,111,299,269,43,62,4,4,5,21,4,4,15,69,.230,.279,.331,.610,89,4,4,9,2,0,player.fcgi?id=nakamu000sho
58,Yuichi Honda,30,FKA,Fgn,,61,174,158,17,36,8,0,0,4,5,4,9,36,.228,.274,.278,.552,44,2,1,6,0,0,player.fcgi?id=honda-001yui
59,Kenta Imamiya,23,FKA,Fgn,,142,530,457,52,104,18,3,7,45,3,3,34,83,.228,.279,.326,.605,149,13,0,35,4,0,player.fcgi?id=imamiy000ken
60,Gaby Sánchez,31,TOH,Fgn,,66,232,199,19,45,12,0,7,18,3,2,27,40,.226,.328,.392,.720,78,4,4,0,2,0,player.fcgi?id=sanche001gab
61,Yuji Kaneko,25,SEI,Fgn,,57,176,156,22,35,4,3,1,6,11,7,10,43,.224,.271,.308,.579,48,0,0,10,0,0,player.fcgi?id=kaneko001yuj
62,Tetsuro Nishida,23,TOH,Fgn,,62,183,168,19,37,7,0,1,8,2,4,11,44,.220,.268,.280,.548,47,4,0,4,0,0,player.fcgi?id=nishid000tet
63,Motohiro Shima,30,TOH,Fgn,,117,411,338,28,74,9,1,4,18,6,3,60,69,.219,.338,.287,.624,97,11,1,11,1,4,player.fcgi?id=shima-001mot
64,Masayoshi Fukuda,23,TOH,Fgn,,67,210,185,20,40,7,0,1,12,5,8,13,45,.216,.277,.270,.547,50,2,3,8,1,0,player.fcgi?id=fukuda001mas
65,Jeremy Hermida,31,NPN,Fgn,,50,192,166,12,35,8,1,1,18,1,1,24,60,.211,.318,.289,.607,48,1,2,0,0,0,player.fcgi?id=hermid001jer
66,Ginjiro Sumitani,27,SEI,Fgn,,133,443,399,31,84,16,0,4,35,0,0,16,87,.211,.247,.281,.528,112,7,4,22,2,0,player.fcgi?id=sumita001gin
67,Katsuki Yamazaki,32,ORX,Fgn,,79,188,147,12,30,5,0,0,14,1,1,13,31,.204,.302,.238,.540,35,2,8,19,1,0,player.fcgi?id=yamaza001kat
68,Tony Blanco,33,ORX,Fgn,,52,189,165,13,32,1,0,9,24,0,0,21,53,.194,.286,.364,.649,60,2,1,0,2,1,player.fcgi?id=blanco001ton
69,Shota Ohno,28,NPN,Fgn,,74,180,155,10,30,8,0,0,10,1,0,16,29,.194,.273,.245,.518,38,6,1,8,0,0,player.fcgi?id=ono---001sho
70,Hiroaki Takaya,33,FKA,Fgn,,93,192,171,14,30,6,1,1,16,0,1,13,31,.175,.234,.240,.473,41,2,0,8,0,0,player.fcgi?id=takaya001hir
71,Tatsuhiro Tamura,21,LOT,Fgn,,117,365,305,26,52,10,1,2,32,3,2,33,69,.170,.251,.230,.480,70,3,1,22,4,0,player.fcgi?id=tamura000tat
