Rk,Name,Age,Tm,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Name-additional
28,Fumiya Hojoh,21,HAN,Fgn,,122,438,385,44,105,25,1,5,33,6,0,38,91,.273,.341,.382,.723,147,10,4,7,4,4,player.fcgi?id=hojo--000fum
29,Takayuki Kajitani,27,YKO,Fgn,,107,450,396,69,108,20,4,18,56,26,7,49,110,.273,.359,.480,.838,190,2,4,1,0,0,player.fcgi?id=kajita001tak
30,Héctor Luna,36,HIR,Fgn,,67,268,243,35,66,8,1,5,34,6,0,22,47,.272,.332,.374,.707,91,5,1,0,2,0,player.fcgi?id=luna--001hec
31,Wladimir Balentien,31,YKU,Fgn,,132,537,457,64,123,20,0,31,96,0,1,72,116,.269,.369,.516,.885,236,19,3,0,5,2,player.fcgi?id=balent001wla
32,Nobumasa Fukuda,27,CNI,Fgn,,89,306,270,28,72,8,0,10,37,0,1,28,42,.267,.346,.407,.754,110,9,6,0,2,1,player.fcgi?id=fukuda001nob
33,Masahiro Nakatani,23,HAN,Fgn,,64,163,154,18,41,7,0,4,14,1,1,8,49,.266,.307,.390,.696,60,2,1,0,0,0,player.fcgi?id=nakata000mas
34,Kosuke Tanaka,26,HIR,Fgn,,143,679,581,102,154,17,3,13,39,28,19,77,119,.265,.367,.372,.739,216,1,17,3,1,1,player.fcgi?id=tanaka000kos
35,José López,32,YKO,Fgn,,123,518,483,66,127,27,1,34,95,0,0,24,75,.263,.299,.534,.833,258,12,4,0,7,0,player.fcgi?id=lopez-007jos
36,Shota Sugiyama,25,CNI,Fgn,,104,311,269,26,70,11,3,3,27,1,2,30,60,.260,.340,.357,.697,96,8,3,8,1,1,player.fcgi?id=sugiya000sho
37,Garrett Jones*,35,YOM,Fgn,,123,465,422,48,109,22,1,24,68,0,1,39,106,.258,.327,.486,.813,205,10,4,0,0,0,player.fcgi?id=jones-002gar
38,Mauro Gómez,31,HAN,Fgn,,139,554,498,58,127,20,0,22,79,2,1,48,130,.255,.325,.428,.753,213,13,5,0,3,3,player.fcgi?id=gomez-001mau
39,Naomichi Nishiura,25,YKU,Fgn,,72,273,247,21,63,12,0,7,28,9,3,23,54,.255,.317,.389,.706,96,3,0,2,1,0,player.fcgi?id=nishiu000nao
40,Naomichi Donoue,27,CNI,Fgn,,131,507,456,38,116,25,3,6,46,1,1,27,69,.254,.298,.362,.660,165,14,2,20,2,0,player.fcgi?id=donoue001nao
41,Luis Cruz,32,YOM,Fgn,,81,314,298,26,75,14,0,11,37,0,2,11,40,.252,.280,.409,.690,122,7,2,0,3,0,player.fcgi?id=cruz--001lui
42,Yoshiyuki Kamei,33,YOM,Fgn,,66,240,226,21,57,14,0,3,23,0,2,11,35,.252,.287,.354,.641,80,7,0,3,0,0,player.fcgi?id=kamei-001yos
43,Shuhei Takahashi,22,CNI,Fgn,,75,283,255,28,64,14,2,4,29,0,1,22,84,.251,.319,.369,.688,94,7,4,1,1,0,player.fcgi?id=takaha000shu
44,Keiji Obiki,32,YKU,Fgn,,100,391,348,48,87,16,1,5,27,7,5,40,82,.250,.326,.345,.671,120,5,0,2,1,0,player.fcgi?id=ohbiki001kei
45,Anderson Hernández,33,CNI,Fgn,,64,256,233,25,58,12,0,5,26,1,1,17,61,.249,.298,.365,.662,85,6,0,4,2,0,player.fcgi?id=hernan001and
46,Ryosuke Hirata,28,CNI,Fgn,,118,494,416,61,103,24,1,14,73,4,2,72,89,.248,.358,.411,.769,171,5,2,0,4,1,player.fcgi?id=hirata001ryo
47,Masahiro Araki,38,CNI,Fgn,,93,321,289,25,71,8,1,1,16,13,0,15,39,.246,.290,.291,.581,84,9,3,14,0,0,player.fcgi?id=araki-001mas
48,Kazuhiro Hatakeyama,33,YKU,Fgn,,45,190,163,15,40,10,0,1,18,0,1,26,24,.245,.353,.325,.678,53,6,1,0,0,0,player.fcgi?id=hatake001kaz
49,Akihisa Nishida,24,YKU,Fgn,,74,245,222,29,54,16,1,7,25,0,0,18,39,.243,.303,.419,.722,93,5,1,4,0,2,player.fcgi?id=nishid000aki
50,Tsubasa Aizawa,28,HIR,Fgn,,83,220,197,18,47,7,0,7,26,1,1,14,42,.239,.301,.381,.682,75,7,4,4,1,0,player.fcgi?id=aizawa001tsu
51,Takashi Toritani,35,HAN,Fgn,,143,533,449,49,106,16,1,7,36,13,3,75,80,.236,.344,.323,.667,145,12,2,1,6,0,player.fcgi?id=torita001tak
52,Itaru Hashimoto,26,YOM,Fgn,,74,259,219,27,51,15,1,2,20,7,3,20,45,.233,.297,.338,.635,74,4,0,20,0,0,player.fcgi?id=hashim001ita
53,Yamato Maeda,28,HAN,Fgn,,111,259,229,24,53,16,1,1,20,3,2,12,53,.231,.270,.323,.594,74,9,1,15,2,0,player.fcgi?id=maeda-001yam
54,Soichiro Tateoka,26,YOM,Fgn,,51,209,188,15,43,6,1,2,9,9,3,10,31,.229,.286,.303,.589,57,1,5,6,0,0,player.fcgi?id=tateok001soi
55,Yasutaka Tobashira,26,YKO,Fgn,,124,393,367,25,83,8,0,2,23,0,0,20,63,.226,.267,.264,.532,97,10,1,4,1,4,player.fcgi?id=tobash000yas
56,Elián Herrera,31,YKO,Fgn,,79,274,257,30,56,12,2,5,33,2,1,13,57,.218,.258,.339,.597,87,3,1,3,0,0,player.fcgi?id=herrer001eli
57,Atsushi Fujii,35,CNI,Fgn,,87,187,167,15,36,5,1,3,19,0,0,12,45,.216,.265,.311,.577,52,3,0,6,2,1,player.fcgi?id=fujii-001ats
58,Taiga Egoshi,23,HAN,Fgn,,72,217,191,33,40,6,1,7,20,4,3,18,78,.209,.284,.361,.645,69,2,3,2,3,0,player.fcgi?id=egoshi000tai
59,Takehiro Ishikawa,29,YKO,Fgn,,95,329,297,35,62,8,2,2,14,6,4,18,67,.209,.258,.269,.527,80,3,2,11,1,0,player.fcgi?id=ishika001tak
60,Hiroyuki Shirasaki,25,YKO,Fgn,,92,214,203,20,42,11,0,6,12,0,1,6,32,.207,.241,.350,.590,71,8,3,2,0,0,player.fcgi?id=shiras000hir
61,Seiji Kobayashi,27,YOM,Fgn,,129,458,398,27,81,12,1,4,35,2,1,36,76,.204,.276,.269,.544,107,10,4,19,1,5,player.fcgi?id=kobaya001sei
62,Yoshiyuki Ishihara,36,HIR,Fgn,,106,289,243,19,49,7,0,0,17,4,1,29,54,.202,.296,.230,.526,56,8,4,12,1,5,player.fcgi?id=ishiha001yos
63,Yuhei Nakamura,26,YKU,Fgn,,106,378,321,24,60,14,0,3,37,2,0,31,47,.187,.266,.259,.525,83,9,6,14,6,4,player.fcgi?id=nakamu001yuh
64,Iori Katsura,24,CNI,Fgn,,59,164,143,7,26,5,0,3,11,0,0,11,38,.182,.248,.280,.528,40,3,2,7,1,2,player.fcgi?id=katsur000ior
