Rk,Name,Age,Tm,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Name-additional
17,Hotaka Yamakawa,26,SEI,Fgn,,143,647,541,115,152,24,1,47,124,0,0,88,138,.281,.396,.590,.985,319,5,16,0,2,2,player.fcgi?id=yamaka000hot
18,Sosuke Genda,25,SEI,Fgn,,143,666,594,92,165,27,9,4,57,34,8,48,101,.278,.333,.374,.707,222,7,4,14,6,0,player.fcgi?id=genda-000sos
19,Haruki Nishikawa,26,NPN,Fgn,,140,636,528,90,147,25,6,10,48,44,3,96,103,.278,.391,.405,.796,214,1,3,7,2,1,player.fcgi?id=nishik000har
20,Ginji Akaminai,30,TOH,Fgn,,139,552,492,45,136,16,5,5,48,1,1,48,47,.276,.344,.360,.704,177,7,4,6,2,3,player.fcgi?id=akamin001gin
21,Toshiaki Imae,34,TOH,Fgn,,127,464,421,44,116,17,2,10,49,0,3,32,76,.276,.334,.397,.731,167,19,7,0,4,5,player.fcgi?id=imae--001tos
22,Tomoya Mori,22,SEI,Fgn,,136,552,473,67,130,34,2,16,80,7,2,70,105,.275,.366,.457,.823,216,3,2,0,7,2,player.fcgi?id=mori--000tom
23,Torai Fushimi,28,ORX,Fgn,,76,201,186,16,51,14,1,1,17,0,0,12,39,.274,.325,.376,.701,70,6,2,1,0,0,player.fcgi?id=fusimi000tor
24,Taishi Ohta,28,NPN,Fgn,,104,429,383,56,105,22,4,14,59,3,4,38,103,.274,.350,.462,.812,177,11,7,0,1,0,player.fcgi?id=ota---001tai
25,Seiji Uebayashi,22,FKA,Fgn,,143,608,551,88,149,26,14,22,62,13,4,30,117,.270,.315,.488,.803,269,2,7,17,3,4,player.fcgi?id=uebaya000sei
26,Japhet Amador,31,TOH,Fgn,,62,234,212,27,57,6,0,20,42,1,0,22,57,.269,.338,.580,.918,123,8,0,0,0,2,player.fcgi?id=amador001jap
27,Zelous Wheeler,31,TOH,Fgn,,106,413,368,36,99,15,0,15,58,3,1,33,91,.269,.337,.432,.769,159,13,7,0,5,3,player.fcgi?id=wheele001zel
28,Kazuya Fujita,35,TOH,Fgn,,90,289,248,19,66,10,1,4,16,0,3,18,15,.266,.324,.363,.686,90,4,4,17,2,0,player.fcgi?id=fujita001kaz
29,Kenta Imamiya,26,FKA,Fgn,,99,405,354,45,94,18,1,11,45,5,4,25,60,.266,.316,.415,.731,147,5,2,22,2,2,player.fcgi?id=imamiy000ken
30,Daichi Suzuki,28,LOT,Fgn,,143,558,477,44,127,27,6,8,49,8,4,44,55,.266,.346,.398,.744,190,11,17,14,6,2,player.fcgi?id=suzuki001dai
31,Katsuya Kakunaka,31,LOT,Fgn,,112,470,411,44,109,23,2,7,57,3,3,48,63,.265,.345,.382,.727,157,9,5,0,6,2,player.fcgi?id=kakuna001kat
32,Takeya Nakamura,34,SEI,Fgn,,97,392,355,53,94,14,1,28,74,1,0,33,112,.265,.329,.546,.876,194,11,2,0,2,0,player.fcgi?id=nakamu001tak
33,Sho Nakata,29,NPN,Fgn,,140,599,540,61,143,32,0,25,106,0,1,43,81,.265,.316,.463,.778,250,24,3,0,13,1,player.fcgi?id=nakata001sho
34,Kazuki Tanaka,23,TOH,Fgn,,105,465,423,67,112,11,1,18,45,21,6,37,101,.265,.323,.423,.746,179,4,0,4,1,0,player.fcgi?id=tanaka004kaz
35,Shuhei Fukuda,25,ORX,Fgn,,113,345,295,39,78,8,4,1,15,16,9,31,33,.264,.340,.329,.669,97,2,3,16,0,0,player.fcgi?id=fukuda002shu
36,Takuya Nakashima,27,NPN,Fgn,,132,449,391,57,102,11,3,1,23,29,5,35,88,.261,.321,.312,.633,122,4,0,22,1,0,player.fcgi?id=nakash000tak
37,Takumi Kuriyama,34,SEI,Fgn,,114,363,305,32,78,18,1,8,52,1,0,52,78,.256,.366,.400,.766,122,5,3,0,3,2,player.fcgi?id=kuriya001tak
38,Nobuhiro Matsuda,35,FKA,Fgn,,143,580,517,72,128,21,3,32,82,3,3,56,113,.248,.324,.485,.810,251,12,4,0,3,4,player.fcgi?id=matsud001nob
39,Eigoro Mogi,24,TOH,Fgn,,100,413,361,42,89,12,2,7,24,12,4,42,83,.247,.328,.349,.677,126,3,2,7,1,0,player.fcgi?id=mogi--000eig
40,Kenya Wakatsuki,22,ORX,Fgn,,114,302,269,22,66,9,2,1,27,1,0,7,80,.245,.269,.305,.574,82,6,2,23,1,0,player.fcgi?id=wakats000ken
41,Shinya Tsuruoka,37,NPN,Fgn,,101,260,239,13,58,9,0,2,22,1,1,14,45,.243,.293,.305,.598,73,5,3,4,0,0,player.fcgi?id=tsuruo001shi
42,Seiichi Uchikawa,35,FKA,Fgn,,71,296,281,27,68,11,0,8,30,1,1,9,32,.242,.270,.367,.637,103,6,3,0,3,0,player.fcgi?id=uchika001sei
43,Ryo Watanabe,23,NPN,Fgn,,60,183,161,17,39,7,0,7,14,1,0,11,43,.242,.297,.416,.713,67,7,2,8,1,0,player.fcgi?id=watana002ryo
44,Tatsuhiro Tamura,24,LOT,Fgn,,143,476,415,32,99,14,7,3,35,3,3,40,68,.239,.309,.328,.636,136,13,3,16,2,1,player.fcgi?id=tamura000tat
45,Alfredo Despaigne,32,FKA,Fgn,,116,469,407,62,97,15,1,29,74,0,0,55,93,.238,.333,.494,.826,201,13,4,0,3,4,player.fcgi?id=despai000alf
46,Stefen Romero,29,ORX,Fgn,,119,501,443,63,105,18,1,25,63,7,2,42,114,.237,.313,.451,.765,200,10,10,0,6,2,player.fcgi?id=romero003ste
47,Brandon Laird,30,NPN,Fgn,,120,505,450,47,105,14,2,26,65,0,1,44,124,.233,.309,.447,.756,201,10,7,0,4,5,player.fcgi?id=laird-001bra
48,Yuma Mune,22,ORX,Fgn,,74,289,266,28,62,16,3,5,22,3,2,15,53,.233,.281,.372,.653,99,1,3,4,1,1,player.fcgi?id=mune--000yum
49,Carlos Peguero*,31,TOH,Fgn,,88,348,309,36,72,9,0,17,44,1,0,36,120,.233,.316,.427,.743,132,8,2,0,1,7,player.fcgi?id=peguer001car
50,Koji Ohshiro,25,ORX,Fgn,,128,428,377,45,87,14,2,4,28,15,9,28,77,.231,.289,.310,.600,117,8,3,20,0,1,player.fcgi?id=oshiro000koj
51,Yudai Fujioka,24,LOT,Fgn,,143,611,535,58,123,15,5,5,42,14,13,44,97,.230,.294,.305,.599,163,9,5,26,1,1,player.fcgi?id=fujiok000yud
52,Ikuhiro Kiyota,32,LOT,Fgn,,96,303,261,18,59,10,1,2,27,2,2,32,63,.226,.306,.295,.601,77,8,0,6,4,3,player.fcgi?id=kiyota001iku
53,Takahiro Okada*,30,ORX,Fgn,,97,333,298,31,67,11,0,13,43,2,2,31,82,.225,.300,.393,.693,117,9,2,0,2,5,player.fcgi?id=okada-001tak
54,Yuji Kaneko,28,SEI,Fgn,,111,356,310,50,69,7,3,1,34,32,11,34,53,.223,.303,.274,.577,85,5,3,6,3,0,player.fcgi?id=kaneko001yuj
55,Oswaldo Arcia,27,NPN,Fgn,,89,324,284,30,63,10,0,14,43,0,2,30,92,.222,.315,.405,.720,115,6,9,0,1,0,player.fcgi?id=arcia-001osw
56,Ryoichi Adachi,30,ORX,Fgn,,140,514,465,44,102,12,3,3,41,20,5,25,64,.219,.261,.277,.538,129,8,3,16,5,1,player.fcgi?id=adachi000ryo
57,Yushi Shimizu,22,NPN,Fgn,,86,242,200,25,43,7,0,7,21,0,1,18,51,.215,.288,.355,.643,71,4,3,20,1,0,player.fcgi?id=shimiz000yus
58,Taiga Hirasawa,20,LOT,Fgn,,112,353,291,40,62,15,2,5,32,8,2,48,82,.213,.328,.330,.657,96,1,3,8,3,0,player.fcgi?id=hirasa000tai
59,Takuya Kai,25,FKA,Fgn,,133,363,314,27,67,13,1,7,37,2,1,26,79,.213,.274,.328,.602,103,6,0,23,0,0,player.fcgi?id=kai---000tak
60,Ernesto Mejia,32,SEI,Fgn,,82,234,212,20,45,7,0,9,21,0,0,18,62,.212,.282,.373,.655,79,3,3,0,1,0,player.fcgi?id=mejia-001ern
61,Kazuya Fukuura*,42,LOT,Fgn,,82,195,181,6,38,4,0,1,11,0,0,10,34,.210,.256,.249,.505,45,4,2,0,2,1,player.fcgi?id=fukuur001kaz
62,Eiichi Koyano,37,ORX,Fgn,,70,258,230,19,48,9,0,1,17,0,0,22,41,.209,.283,.261,.544,60,4,2,4,0,1,player.fcgi?id=koyano001eii
63,Toshitake Yokoo,25,NPN,Fgn,,74,210,193,18,40,2,0,9,24,0,1,9,45,.207,.255,.358,.612,69,5,4,2,2,0,player.fcgi?id=yokoo-000tos
64,Motohiro Shima,33,TOH,Fgn,,113,361,315,21,65,12,1,0,21,2,3,30,89,.206,.277,.251,.528,79,3,1,15,0,1,player.fcgi?id=shima-001mot
65,Chris Marrero,29,ORX,Fgn,,68,245,219,22,44,12,1,11,26,1,0,24,68,.201,.282,.416,.697,91,5,1,0,1,0,player.fcgi?id=marrer002chr
66,Kotaro Kiyomiya,19,NPN,Fgn,,53,180,160,17,32,4,2,7,18,0,0,16,60,.200,.283,.381,.665,61,1,3,0,1,2,player.fcgi?id=kiyomi010kot
67,Yasuhito Uchida,23,TOH,Fgn,,58,193,177,16,35,6,0,12,25,0,1,14,66,.198,.259,.435,.694,77,4,1,0,1,0,player.fcgi?id=uchida000yas
68,Hiromi Oka,26,LOTNPN,Fgn,,79,226,194,30,37,8,0,3,20,12,2,19,42,.191,.284,.278,.562,54,6,7,4,2,0,player.fcgi?id=oka---000hir
69,Takero Okajima,28,TOH,Fgn,,108,241,216,16,41,10,1,3,15,1,1,22,54,.190,.265,.287,.552,62,4,0,3,0,1,player.fcgi?id=okajim000tak
70,Kazunari Ishii,24,NPN,Fgn,,69,163,148,17,28,6,2,1,4,3,0,12,47,.189,.255,.277,.532,41,0,1,2,0,0,player.fcgi?id=ishii-002kaz
