Rk,Name,Age,Tm,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Name-additional
29,Takashi Uemoto,32,HIR,Fgn,,84,276,247,20,64,7,1,1,17,8,2,12,46,.259,.317,.308,.625,76,1,9,8,0,0,player.fcgi?id=uemoto000tak
30,Ryosuke Kikuchi,33,HIR,Fgn,,120,485,442,51,114,17,0,5,27,7,5,32,68,.258,.310,.330,.641,146,6,2,8,1,1,player.fcgi?id=kikuch000ryo
31,Munetaka Murakami,23,YKU,Fgn,,140,597,496,76,127,28,0,31,84,5,3,90,168,.256,.375,.500,.875,248,6,7,0,4,4,player.fcgi?id=muraka000mun
32,Naoki Yoshikawa,28,YOM,Fgn,,132,478,430,47,110,19,4,7,36,4,4,26,66,.256,.308,.367,.676,158,12,8,11,3,2,player.fcgi?id=yoshik000nao
33,Sho Nakata,34,YOM,Fgn,,92,288,263,27,67,8,1,15,37,0,0,19,63,.255,.306,.464,.769,122,10,2,0,4,3,player.fcgi?id=nakata001sho
34,Nori Aoki,41,YKU,Fgn,,96,264,217,25,55,8,0,3,19,2,0,39,28,.253,.371,.332,.703,72,11,4,0,4,0,player.fcgi?id=aoki--001nor
35,Seiya Hosokawa,24,CNI,Fgn,,140,576,518,62,131,30,1,24,78,0,0,49,161,.253,.326,.454,.780,235,17,8,0,1,3,player.fcgi?id=hosoka000sei
36,José Osuna,30,YKU,Fgn,,134,543,501,49,127,23,0,23,71,2,4,39,79,.253,.308,.437,.745,219,13,1,0,2,5,player.fcgi?id=ozuna-001jos
37,Masayuki Kuwahara,29,YKO,Fgn,,132,479,429,48,108,23,4,7,35,3,8,23,54,.252,.301,.373,.674,160,11,10,11,6,0,player.fcgi?id=kuwaha000mas
38,Ryuhei Matsuyama,37,HIR,Fgn,,79,156,143,5,36,9,0,0,27,0,0,10,27,.252,.301,.315,.616,45,4,1,0,2,0,player.fcgi?id=matsuy001ryu
39,Lewis Brinson,29,YOM,Fgn,,88,294,282,25,70,16,0,11,35,1,2,9,71,.248,.272,.422,.694,119,4,1,0,2,3,player.fcgi?id=brinso000lew
40,Yoshihiro Maru,34,YOM,Fgn,,121,431,385,43,94,11,0,18,47,4,2,42,62,.244,.316,.413,.729,159,5,0,1,3,3,player.fcgi?id=maru--001yos
41,Dayán Viciedo,34,CNI,Fgn,,91,347,315,20,77,9,0,6,23,0,0,27,41,.244,.311,.330,.641,104,8,4,0,1,1,player.fcgi?id=vicied001day
42,Takaya Ishikawa,22,CNI,Fgn,,121,464,434,32,105,27,0,13,45,0,0,22,69,.242,.282,.394,.676,171,10,4,0,4,2,player.fcgi?id=ishika003tak
43,Hidetaka Namiki,24,YKU,Fgn,,82,174,161,37,39,3,1,1,7,15,2,8,33,.242,.282,.292,.574,47,2,1,4,0,0,player.fcgi?id=namiki000hid
44,Yasutaka Tobashira,33,YKO,Fgn,,70,181,165,11,40,8,1,5,19,0,0,13,30,.242,.296,.394,.690,65,6,0,2,1,1,player.fcgi?id=tobash000yas
45,Hiroki Fukunaga,26,CNI,Fgn,,97,325,291,30,70,16,1,2,15,2,2,20,62,.241,.289,.323,.612,94,9,2,7,5,2,player.fcgi?id=fukuna000hir
46,Sheldon Neuse,28,HAN,Fgn,,133,516,475,42,114,13,1,9,56,0,0,36,85,.240,.295,.328,.623,156,13,2,0,3,0,player.fcgi?id=neuse-000she
47,Takuya Kinoshita,31,CNI,Fgn,,89,315,278,19,66,15,0,5,26,0,0,30,55,.237,.313,.345,.658,96,4,1,5,1,2,player.fcgi?id=kinosh000tak
48,Shota Morishita,22,HAN,Fgn,,94,377,333,42,79,14,1,10,41,1,0,29,70,.237,.316,.375,.691,125,6,11,0,4,1,player.fcgi?id=morish000sho
49,Yamato Maeda,35,YKO,Fgn,,88,230,213,12,50,4,0,0,18,1,0,14,23,.235,.282,.254,.535,54,7,0,3,0,1,player.fcgi?id=maeda-001yam
50,Taiki Hamada,22,YKU,Fgn,,103,276,252,30,59,17,0,5,22,4,1,19,60,.234,.290,.361,.652,91,6,1,4,0,0,player.fcgi?id=hamada000tai
51,Neftali Soto,34,YKO,Fgn,,109,399,354,31,83,22,0,14,50,0,2,39,99,.234,.316,.415,.731,147,11,4,0,2,2,player.fcgi?id=soto--001nef
52,Orlando Calixte,31,CNI,Fgn,,47,172,163,13,38,8,0,5,13,0,2,7,36,.233,.265,.374,.639,61,7,0,2,0,0,player.fcgi?id=caxito001orl
53,Tetsuto Yamada,30,YKU,Fgn,,105,422,376,43,87,21,3,14,40,4,0,39,102,.231,.306,.415,.721,156,8,3,0,4,0,player.fcgi?id=yamada000tet
54,Souma Uchiyama,21,YKU,Fgn,,94,269,240,20,55,12,1,6,27,3,0,19,37,.229,.290,.363,.653,87,7,2,7,1,0,player.fcgi?id=uchiya000sou
55,Kosuke Tanaka,33,HIR,Fgn,,111,253,224,28,51,10,0,6,28,2,6,25,48,.228,.308,.353,.661,79,6,1,3,0,2,player.fcgi?id=tanaka000kos
56,Yota Kyoda,29,YKO,Fgn,,93,287,251,31,57,4,0,1,9,3,2,25,33,.227,.302,.255,.557,64,6,2,9,0,1,player.fcgi?id=kyoda-000yot
57,Hideki Nagaoka,21,YKU,Fgn,,135,488,445,43,101,19,1,3,35,4,2,29,57,.227,.281,.294,.575,131,11,5,7,2,5,player.fcgi?id=nagaok000hid
58,Yuhei Nakamura,33,YKU,Fgn,,106,376,310,24,70,14,0,4,33,0,1,33,59,.226,.313,.310,.622,96,6,8,21,4,0,player.fcgi?id=nakamu001yuh
59,Seishiro Sakamoto,29,HAN,Fgn,,84,289,243,10,55,5,1,0,21,0,0,19,62,.226,.288,.255,.543,62,4,4,18,5,1,player.fcgi?id=sakamo000sei
60,Hikaru Itoh,34,YKO,Fgn,,61,176,160,11,36,8,0,1,8,0,0,9,41,.225,.273,.294,.567,47,2,2,4,1,1,player.fcgi?id=ito---001hik
61,Ryan McBroom*,31,HIR,Fgn,,70,259,226,21,50,12,0,6,31,1,0,28,56,.221,.305,.354,.659,80,9,1,0,4,1,player.fcgi?id=mcbroo000rya
62,Ryusei Takeoka,22,YKU,Fgn,,84,178,160,18,35,3,2,1,8,3,1,8,47,.219,.254,.281,.536,45,4,0,9,1,1,player.fcgi?id=takeok000ryu
63,Taishi Ohta,33,YKO,Fgn,,75,186,175,18,38,12,0,4,15,0,0,9,49,.217,.263,.354,.618,62,2,2,0,0,0,player.fcgi?id=ota---001tai
64,Shuhei Takahashi,29,CNI,Fgn,,86,172,158,1,34,6,0,0,14,1,0,11,41,.215,.271,.253,.524,40,5,1,2,0,1,player.fcgi?id=takaha000shu
65,Matt Davidson,32,HIR,Fgn,,112,381,348,34,73,16,1,19,44,0,1,22,120,.210,.273,.425,.698,148,11,9,0,2,1,player.fcgi?id=davids002mat
66,Kaito Muramatsu,22,CNI,Fgn,,98,304,275,20,57,4,1,1,20,1,2,15,49,.207,.252,.240,.492,66,2,2,10,2,0,player.fcgi?id=murama000kai
67,Ryutaro Umeno,32,HAN,Fgn,,72,251,217,17,42,4,0,1,19,3,1,28,56,.194,.288,.226,.514,49,6,2,1,3,0,player.fcgi?id=umeno-001ryu
68,Taishi Kusumoto,27,YKO,Fgn,,94,176,157,14,30,9,0,2,21,0,0,11,35,.191,.253,.287,.539,45,2,3,2,3,0,player.fcgi?id=kusumo000tai
69,Ryuku Tsuchida,20,CNI,Fgn,,114,304,273,16,51,3,2,1,18,2,1,15,59,.187,.233,.223,.456,61,5,2,12,2,2,player.fcgi?id=tsuchi000ryu
