Rk,Name,Age,Tm,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Name-additional
26,Leandro Cedeno,25,ORX,Fgn,,98,334,304,29,79,9,0,15,37,0,2,23,97,.260,.320,.438,.758,133,15,5,0,2,5,player.fcgi?id=cedeno000lea
27,Ryoma Nishikawa,29,ORX,Fgn,,138,553,519,42,134,25,0,7,46,11,1,27,97,.258,.294,.347,.641,180,11,1,2,4,1,player.fcgi?id=nishik000ryo
28,Yuya Ogoh,27,TOH,Fgn,,143,642,565,64,145,24,6,7,49,32,5,68,120,.257,.337,.358,.694,202,6,3,1,5,3,player.fcgi?id=ogo---000yuy
29,Yudai Fujioka,30,LOT,Fgn,,90,369,312,31,80,13,1,5,29,0,0,46,58,.256,.354,.353,.706,110,4,2,7,2,1,player.fcgi?id=fujiok000yud
30,Yuya Gunji,26,NPN,Fgn,,127,495,441,52,113,14,0,12,49,2,2,40,71,.256,.321,.370,.691,163,6,4,6,4,1,player.fcgi?id=gunji-000yuy
31,Takuya Kai,31,FKA,Fgn,,119,392,344,34,88,25,0,5,43,1,1,31,89,.256,.317,.372,.690,128,6,1,14,2,0,player.fcgi?id=kai---000tak
32,Hideto Asamura,33,TOH,Fgn,,143,552,471,51,119,19,0,14,60,1,2,68,101,.253,.346,.382,.728,180,12,4,0,9,4,player.fcgi?id=asamur001hid
33,Chusei Mannami,24,NPN,Fgn,,136,556,508,60,128,34,0,18,60,2,3,39,120,.252,.310,.425,.735,216,13,5,1,3,3,player.fcgi?id=mannam000chu
34,Daigo Kamikawabata,27,NPN,Fgn,,106,305,258,25,64,4,2,1,16,5,0,22,40,.248,.321,.291,.611,75,4,6,18,1,0,player.fcgi?id=kamika000dai
35,Kotaro Kurebayashi,22,ORX,Fgn,,136,523,465,32,115,25,0,2,38,0,4,37,74,.247,.305,.314,.619,146,12,5,8,8,0,player.fcgi?id=kureba000kot
36,Hotaka Yamakawa,32,FKA,Fgn,,143,611,550,66,136,26,1,34,99,0,0,48,158,.247,.318,.484,.801,266,17,10,0,3,3,player.fcgi?id=yamaka000hot
37,Ryusei Satoh,27,SEI,Fgn,,93,345,295,25,72,20,1,7,34,0,4,37,70,.244,.330,.390,.720,115,10,4,3,6,1,player.fcgi?id=sato--001ryu
38,Gregory Polanco*,32,LOT,Fgn,,118,468,416,47,101,21,0,23,60,0,0,46,86,.243,.318,.459,.778,191,5,2,0,4,2,player.fcgi?id=polanc001gre
39,Torai Fushimi,34,NPN,Fgn,,62,184,165,9,40,5,0,0,21,0,0,4,26,.242,.267,.273,.540,45,3,2,12,1,0,player.fcgi?id=fusimi000tor
40,Itsuki Murabayashi,26,TOH,Fgn,,139,571,518,51,125,13,3,6,50,5,1,21,91,.241,.270,.313,.583,162,11,2,23,7,0,player.fcgi?id=muraba000its
41,Ryusei Ogawa,26,LOT,Fgn,,119,313,261,33,63,2,0,0,21,10,1,30,52,.241,.317,.249,.566,65,2,0,20,2,1,player.fcgi?id=ogawa-001ryu
42,Go Matsumoto,30,NPN,Fgn,,127,486,437,46,103,18,1,1,19,20,8,24,52,.236,.279,.288,.568,126,17,4,17,4,2,player.fcgi?id=matsum000go-
43,Yuma Mune,28,ORX,Fgn,,97,322,289,15,68,12,2,1,22,3,2,14,31,.235,.283,.301,.584,87,8,6,11,2,1,player.fcgi?id=mune--000yum
44,Kosei Ohsato,24,ORX,Fgn,,51,176,153,11,36,4,2,2,8,5,2,14,26,.235,.304,.327,.630,50,1,1,8,0,0,player.fcgi?id=osato-000kos
45,Kazunari Ishii,30,NPN,Fgn,,68,219,197,20,46,11,1,4,18,2,3,12,42,.234,.281,.360,.641,71,2,1,9,0,0,player.fcgi?id=ishii-002kaz
46,Ariel Martínez,28,NPN,Fgn,,126,459,393,42,92,20,4,13,57,2,1,51,101,.234,.336,.405,.740,159,12,11,0,4,3,player.fcgi?id=martin002ari
47,Shogo Nakamura,32,LOT,Fgn,,120,433,376,36,88,18,0,4,27,2,2,41,75,.234,.318,.314,.631,118,15,5,11,0,0,player.fcgi?id=nakamu000sho
48,Yutaro Sugimoto,33,ORX,Fgn,,82,239,219,17,51,7,0,11,27,1,0,15,56,.233,.293,.416,.708,91,5,4,0,1,1,player.fcgi?id=sugimo000yut
49,Shuhei Fukuda,31,ORX,Fgn,,69,261,228,25,53,6,1,1,13,7,3,25,26,.232,.314,.281,.594,64,1,2,6,0,1,player.fcgi?id=fukuda002shu
50,Keita Nakagawa,28,ORX,Fgn,,60,233,216,24,50,12,0,2,16,3,1,13,24,.231,.273,.315,.588,68,3,0,2,2,0,player.fcgi?id=nakaga000kei
51,Hiroto Kobukata,28,TOH,Fgn,,134,522,450,50,103,9,4,3,23,29,10,42,84,.229,.296,.287,.582,129,5,2,25,3,0,player.fcgi?id=kobuka000hir
52,Yuto Koga,24,SEI,Fgn,,105,279,246,16,56,3,1,3,12,0,0,20,58,.228,.286,.285,.570,70,8,0,13,0,0,player.fcgi?id=koga--000yut
53,Hisanori Yasuda,25,LOT,Fgn,,55,174,158,14,36,13,0,0,15,0,0,13,48,.228,.282,.310,.592,49,4,0,0,3,0,player.fcgi?id=yasuda000his
54,Toshiki Abe,34,TOH,Fgn,,78,254,229,19,52,13,2,9,32,0,2,20,54,.227,.292,.419,.711,96,3,1,4,0,0,player.fcgi?id=abe---001tos
55,Manaya Nishikawa,25,SEI,Fgn,,104,335,313,30,71,11,2,6,31,8,2,15,57,.227,.263,.332,.595,104,6,1,4,2,1,player.fcgi?id=nishik000man
56,Shuta Tonosaki,31,SEI,Fgn,,127,500,436,41,99,25,1,7,41,11,3,45,88,.227,.312,.337,.649,147,15,10,6,3,4,player.fcgi?id=tonosa000shu
57,Daiju Nomura,23,SEIFKA,Fgn,,59,206,180,15,40,10,4,5,22,1,1,19,44,.222,.302,.406,.708,73,6,3,1,3,0,player.fcgi?id=nomura000dai
58,Akira Nakamura*,34,FKA,Fgn,,101,203,181,15,40,4,0,0,16,0,1,19,24,.221,.297,.243,.540,44,6,1,1,1,1,player.fcgi?id=nakamu000aki
59,Takuya Hiruma*,23,SEI,Fgn,,63,232,214,16,47,8,1,1,16,3,1,9,43,.220,.266,.280,.547,60,3,5,3,1,0,player.fcgi?id=hiruma000tak
60,Tatsuki Mizuno,23,NPN,Fgn,,105,359,332,30,73,8,8,7,37,9,5,13,81,.220,.251,.355,.606,118,2,1,12,1,1,player.fcgi?id=mizuno000tat
61,Takayoshi Yamamura,21,SEI,Fgn,,58,223,201,14,44,5,1,2,23,1,2,13,38,.219,.268,.284,.552,57,2,2,3,4,0,player.fcgi?id=yamamu000tak
62,Maikel Franco,31,TOH,Fgn,,68,243,229,20,50,5,0,8,30,0,0,9,49,.218,.251,.345,.596,79,7,2,0,3,0,player.fcgi?id=franco001mai
63,Junichiro Kishi,27,SEI,Fgn,,98,311,287,25,62,9,2,6,25,4,5,14,50,.216,.260,.324,.584,93,7,3,7,0,0,player.fcgi?id=kishi-000jun
64,Ryoto Kita,21,ORX,Fgn,,54,189,170,14,36,7,2,2,11,4,4,10,49,.212,.264,.312,.576,53,4,2,7,0,0,player.fcgi?id=kita--000ryo
65,Yuki Nomura,24,NPN,Fgn,,56,152,143,8,30,7,1,2,9,2,0,7,28,.210,.250,.315,.565,45,4,1,0,1,1,player.fcgi?id=nomura000yuk
66,Atsuki Tomosugi,23,LOT,Fgn,,125,393,355,33,73,10,0,0,15,11,2,17,52,.206,.241,.234,.474,83,5,0,19,2,0,player.fcgi?id=tomosu000ats
67,Kenya Wakatsuki,28,ORX,Fgn,,96,299,264,13,53,9,1,3,18,0,1,10,59,.201,.236,.277,.512,73,8,3,19,3,2,player.fcgi?id=wakats000ken
68,Koki Yamaguchi,23,LOT,Fgn,,51,181,170,10,34,8,0,2,13,1,0,10,30,.200,.249,.282,.531,48,6,1,0,0,0,player.fcgi?id=yamagu000kok
69,Yuma Tongu,27,ORX,Fgn,,81,290,249,17,49,7,1,7,30,0,0,32,57,.197,.303,.317,.621,79,8,7,0,2,1,player.fcgi?id=tongu-000yum
70,Hikaru Ohta,27,TOH,Fgn,,94,269,230,23,45,10,3,2,23,2,0,13,58,.196,.244,.291,.535,67,1,2,23,1,1,player.fcgi?id=ota---000hik
71,Takeya Nakamura,40,SEI,Fgn,,58,205,188,13,36,13,0,7,14,1,0,14,55,.191,.254,.372,.626,70,3,2,0,1,3,player.fcgi?id=nakamu001tak
72,Shinya Hasegawa,22,SEI,Fgn,,72,239,208,13,38,4,1,2,8,10,2,19,41,.183,.274,.240,.514,50,4,7,5,0,0,player.fcgi?id=hasega004shi
73,Tsuyoshi Ishihara,25,TOH,Fgn,,68,172,146,9,25,5,0,4,13,0,0,13,50,.171,.239,.288,.527,42,4,0,13,0,0,player.fcgi?id=ishiha000tsu
