Rk,Name,Age,Tm,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Name-additional
15,Yoshio Itoi,36,HAN,Fgn,,119,509,419,60,129,24,0,16,68,22,3,77,63,.308,.420,.480,.900,201,9,8,0,5,4,player.fcgi?id=itoi--001yos
16,Yoshihiro Maru,29,HIR,Fgn,,125,566,432,109,132,22,0,39,97,10,10,130,130,.306,.468,.627,1.096,271,5,3,0,1,8,player.fcgi?id=maru--001yos
17,Tsubasa Aizawa,30,HIR,Fgn,,106,377,315,42,96,18,1,13,42,0,0,39,56,.305,.401,.492,.893,155,6,14,5,4,5,player.fcgi?id=aizawa001tsu
18,Ryuhei Matsuyama,32,HIR,Fgn,,124,446,397,46,120,25,2,12,74,2,0,42,46,.302,.368,.466,.834,185,10,2,0,5,4,player.fcgi?id=matsuy001ryu
19,Yoshi Tsutsugo,26,YKO,Fgn,,139,580,495,77,146,33,1,38,89,0,0,80,107,.295,.393,.596,.989,295,10,2,0,3,7,player.fcgi?id=tsutsu000yos
20,Hisayoshi Chono,33,YOM,Fgn,,116,426,383,49,111,16,0,13,52,3,2,41,69,.290,.359,.433,.793,166,5,1,0,1,4,player.fcgi?id=chono-001his
21,José López,34,YKO,Fgn,,110,459,441,46,127,23,0,26,77,0,0,16,58,.288,.314,.517,.831,228,12,1,0,1,1,player.fcgi?id=lopez-007jos
22,Kento Itohara,25,HAN,Fgn,,143,637,531,79,152,29,4,1,35,6,4,86,73,.286,.390,.362,.752,192,5,7,9,4,1,player.fcgi?id=itohar000ken
23,Kyohei Kamezawa,29,CNI,Fgn,,110,206,185,21,53,2,2,0,8,5,3,17,21,.286,.350,.319,.669,59,2,1,3,0,2,player.fcgi?id=kameza000kyo
24,Takayoshi Noma,25,HIR,Fgn,,126,447,405,64,116,14,7,5,46,17,10,30,69,.286,.343,.393,.736,159,2,6,4,2,0,player.fcgi?id=noma--000tak
25,Casey McGehee,35,YOM,Fgn,,132,547,499,65,142,28,0,21,84,2,0,41,92,.285,.336,.467,.803,233,12,1,0,6,1,player.fcgi?id=mcgehe001cas
26,Shinnosuke Shigenobu,25,YOM,Fgn,,60,185,167,24,47,7,5,2,13,6,4,11,38,.281,.324,.419,.743,70,1,0,6,1,0,player.fcgi?id=shigen000shi
27,Kosuke Fukudome,41,HAN,Fgn,,123,499,414,57,116,26,2,14,72,2,1,73,90,.280,.389,.454,.843,188,10,5,0,7,2,player.fcgi?id=fukudo001kos
28,Efren Navarro*,32,HAN,Fgn,,66,225,203,18,56,11,0,3,25,0,0,20,55,.276,.342,.374,.717,76,5,1,0,1,0,player.fcgi?id=navarr001efr
29,Yohei Ohshima*,32,CNI,Fgn,,141,645,588,92,161,20,7,7,57,21,9,47,80,.274,.329,.367,.697,216,2,4,1,5,2,player.fcgi?id=oshima001yoh
30,Yusuke Ohyama,23,HAN,Fgn,,117,378,347,48,95,19,4,11,48,5,3,26,54,.274,.326,.447,.773,155,14,2,1,2,0,player.fcgi?id=oyama-000yus
31,Wladimir Balentien,33,YKU,Fgn,,142,602,514,72,138,22,0,38,131,1,1,85,121,.268,.370,.533,.904,274,15,0,0,3,5,player.fcgi?id=balent001wla
32,Takumi Ohshiro,25,YOM,Fgn,,83,202,185,19,49,12,0,4,17,0,1,15,46,.265,.320,.395,.715,73,3,0,2,0,3,player.fcgi?id=oshiro000tak
33,Kosuke Tanaka,28,HIR,Fgn,,143,675,572,92,150,19,10,10,60,32,13,75,118,.262,.362,.383,.745,219,6,17,6,5,3,player.fcgi?id=tanaka000kos
34,Nobumasa Fukuda,29,CNI,Fgn,,133,487,440,50,115,22,1,13,63,0,0,37,119,.261,.322,.405,.727,178,13,5,0,5,1,player.fcgi?id=fukuda001nob
35,Masayuki Kuwahara,24,YKO,Fgn,,127,421,379,57,99,24,5,9,26,17,3,32,71,.261,.324,.422,.746,160,3,3,7,0,1,player.fcgi?id=kuwaha000mas
36,Shingo Kawabata,30,YKU,Fgn,,97,334,297,22,77,9,1,3,31,1,0,32,37,.259,.336,.327,.663,97,11,3,1,1,2,player.fcgi?id=kawaba001shi
37,Ryutaro Umeno,27,HAN,Fgn,,132,455,386,45,100,27,1,8,47,5,1,39,67,.259,.328,.396,.724,153,6,1,28,1,3,player.fcgi?id=umeno-001ryu
38,Yoshiyuki Kamei,35,YOM,Fgn,,123,461,422,47,107,20,0,13,49,4,0,36,70,.254,.315,.393,.708,166,6,2,0,1,2,player.fcgi?id=kamei-001yos
39,Shuhei Takahashi,24,CNI,Fgn,,128,477,433,35,110,26,2,11,69,0,0,30,89,.254,.305,.400,.704,173,9,3,8,3,1,player.fcgi?id=takaha000shu
40,Naoki Yoshikawa,23,YOM,Fgn,,92,355,316,51,80,16,3,4,29,11,4,19,61,.253,.304,.361,.665,114,5,5,13,2,0,player.fcgi?id=yoshik000nao
41,Naomasa Yohkawa,26,HAN,Fgn,,75,299,274,27,69,16,5,6,48,5,0,17,76,.252,.311,.412,.723,113,7,7,0,1,1,player.fcgi?id=yokawa000nao
42,Kazuki Kamizato,24,YKO,Fgn,,86,273,247,31,62,14,3,5,21,15,9,19,68,.251,.312,.393,.705,97,4,3,4,0,1,player.fcgi?id=kamiza000kaz
43,Shinnosuke Abe,39,YOM,Fgn,,95,223,198,22,49,6,0,11,46,0,0,21,55,.247,.324,.444,.769,88,6,2,1,1,2,player.fcgi?id=abe---001shi
44,Hayata Itoh,29,HAN,Fgn,,96,172,150,17,37,7,2,1,13,0,0,20,41,.247,.335,.340,.675,51,1,0,2,0,0,player.fcgi?id=ito---001hay
45,Daikan Yoh,31,YOM,Fgn,,87,276,253,24,62,12,2,10,37,2,2,17,72,.245,.297,.427,.724,108,7,2,3,1,1,player.fcgi?id=yang--001chu
46,Alex Guerrero,31,YOM,Fgn,,82,323,287,34,70,17,0,15,40,2,3,29,62,.244,.325,.460,.785,132,8,6,0,1,0,player.fcgi?id=guerre002ale
47,Yamato Maeda,30,YKO,Fgn,,113,435,394,54,96,24,3,2,27,10,6,24,73,.244,.293,.335,.628,132,0,5,9,3,1,player.fcgi?id=maeda-001yam
48,Xavier Batista,26,HIR,Fgn,,99,302,273,38,66,8,0,25,55,0,1,26,81,.242,.308,.546,.854,149,6,1,0,2,4,player.fcgi?id=batist001xav
49,Naomichi Nishiura,27,YKU,Fgn,,138,550,479,57,116,28,0,10,55,1,2,40,88,.242,.309,.363,.673,174,10,8,20,3,1,player.fcgi?id=nishiu000nao
50,Wilin Rosario,29,HAN,Fgn,,75,302,281,28,68,13,0,8,40,0,1,17,71,.242,.285,.374,.658,105,12,1,0,3,0,player.fcgi?id=rosari001wil
51,Atsushi Fujii,37,CNI,Fgn,,96,162,145,21,35,8,0,3,30,0,0,12,36,.241,.290,.359,.649,52,1,0,0,5,1,player.fcgi?id=fujii-001ats
52,Shunta Tanaka,24,YOM,Fgn,,99,261,228,20,55,6,3,2,12,6,0,23,41,.241,.311,.320,.631,73,7,0,10,0,0,player.fcgi?id=tanaka002shu
53,Tomohiro Abe,29,HIR,Fgn,,72,252,220,32,52,11,4,4,24,7,1,21,60,.236,.306,.377,.683,83,1,2,7,2,3,player.fcgi?id=abe---000tom
54,Yota Kyoda,24,CNI,Fgn,,143,632,578,73,136,15,7,4,44,20,10,19,111,.235,.266,.306,.572,177,12,6,26,3,0,player.fcgi?id=kyoda-000yot
55,Ryosuke Kikuchi,28,HIR,Fgn,,139,642,557,85,130,27,1,13,60,10,2,51,111,.233,.301,.355,.656,198,5,3,30,1,2,player.fcgi?id=kikuch000ryo
56,Toshihiko Kuramoto,27,YKO,Fgn,,85,235,228,11,53,7,0,1,14,1,2,6,51,.232,.251,.276,.527,63,5,0,0,1,0,player.fcgi?id=kuramo000tos
57,Takashi Toritani,37,HAN,Fgn,,121,261,220,15,51,11,0,1,22,1,1,34,37,.232,.333,.295,.629,65,6,1,3,3,3,player.fcgi?id=torita001tak
58,Masahiro Nakatani,25,HAN,Fgn,,77,245,222,24,51,6,2,5,26,0,1,17,65,.230,.287,.342,.629,76,5,2,1,3,2,player.fcgi?id=nakata000mas
59,Masato Matsui,30,CNI,Fgn,,92,260,218,18,50,7,1,2,22,0,0,30,51,.229,.324,.298,.622,65,5,2,7,3,9,player.fcgi?id=matsui001mas
60,Shunsuke Fujikawa,30,HAN,Fgn,,87,200,183,25,41,5,1,2,21,1,0,11,29,.224,.268,.295,.563,54,4,0,6,0,0,player.fcgi?id=fujika001shu
61,Seiji Kobayashi,29,YOM,Fgn,,119,313,265,22,58,9,0,2,26,0,0,27,58,.219,.300,.275,.575,73,8,4,16,1,5,player.fcgi?id=kobaya001sei
62,Tatsuhiro Shibata,24,YKO,Fgn,,113,265,224,32,49,6,0,3,13,2,1,30,45,.219,.324,.286,.610,64,3,5,6,0,2,player.fcgi?id=shibat000tat
63,Yuhei Nakamura,28,YKU,Fgn,,123,401,341,32,72,9,1,5,26,2,0,31,39,.211,.285,.287,.572,98,7,5,22,2,3,player.fcgi?id=nakamu001yuh
64,Kai Ueda,22,HAN,Fgn,,104,243,198,29,38,1,0,0,1,19,2,25,55,.192,.289,.197,.486,39,5,2,18,0,0,player.fcgi?id=ueda--000kai
65,Hiroki Minei,27,YKO,Fgn,,91,230,209,10,37,7,0,5,25,0,0,6,56,.177,.228,.282,.510,59,9,8,6,1,2,player.fcgi?id=minei-000hir
