Rk,Name,Age,Tm,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Name-additional
25,Takeya Nakamura,39,SEI,Fgn,,88,322,283,34,73,12,0,17,40,1,0,31,76,.258,.339,.481,.819,136,7,5,0,3,3,player.fcgi?id=nakamu001tak
26,Sosuke Genda,30,SEI,Fgn,,100,435,397,30,102,9,4,0,22,5,6,26,82,.257,.307,.300,.607,119,5,3,8,1,0,player.fcgi?id=genda-000sos
27,Tatsuru Yanagimachi,26,FKA,Fgn,,116,375,311,27,80,18,1,0,34,2,1,58,104,.257,.375,.322,.696,100,8,1,4,1,0,player.fcgi?id=yanagi000tat
28,Itsuki Murabayashi,25,TOH,Fgn,,98,340,301,35,77,14,2,2,32,11,5,21,55,.256,.311,.336,.647,101,12,4,12,2,0,player.fcgi?id=muraba000its
29,Toshiki Abe,33,TOH,Fgn,,78,253,216,16,55,17,1,4,24,0,0,27,47,.255,.340,.398,.738,86,12,2,6,2,1,player.fcgi?id=abe---001tos
30,Kenta Imamiya,31,FKA,Fgn,,126,484,427,38,109,22,0,9,48,4,0,27,58,.255,.300,.370,.670,158,14,2,24,4,1,player.fcgi?id=imamiy000ken
31,Kenya Wakatsuki,27,ORX,Fgn,,96,318,286,27,73,14,1,6,17,2,1,15,66,.255,.295,.374,.669,107,15,1,16,0,1,player.fcgi?id=wakats000ken
32,Yuya Gunji,25,NPN,Fgn,,55,187,169,15,43,4,0,3,19,2,1,16,30,.254,.319,.331,.650,56,4,0,2,0,0,player.fcgi?id=gunji-000yuy
33,Atsuki Tomosugi,22,LOT,Fgn,,64,209,185,21,47,7,0,0,9,9,3,9,31,.254,.287,.292,.579,54,1,0,14,1,0,player.fcgi?id=tomosu000ats
34,Ariel Martínez,27,NPN,Fgn,,119,444,386,39,95,24,0,15,66,0,4,44,99,.246,.338,.425,.763,164,15,11,0,3,0,player.fcgi?id=martin002ari
35,Yukiya Itoh,26,TOH,Fgn,,87,216,188,20,46,6,1,5,16,3,2,15,48,.245,.301,.367,.668,69,3,1,10,2,0,player.fcgi?id=ito---001yuk
36,Yuma Mune,27,ORX,Fgn,,122,478,428,38,105,17,3,2,22,1,1,36,55,.245,.309,.313,.622,134,9,4,9,1,1,player.fcgi?id=mune--000yum
37,Leandro Cedeno,24,ORX,Fgn,,57,187,176,12,43,7,0,9,34,0,0,8,47,.244,.278,.438,.716,77,5,1,0,2,0,player.fcgi?id=cedeno000lea
38,Kotaro Kiyomiya,24,NPN,Fgn,,99,416,356,41,87,20,1,10,41,2,2,53,69,.244,.344,.390,.734,139,6,3,0,4,1,player.fcgi?id=kiyomi010kot
39,Daichi Suzuki,33,TOH,Fgn,,101,292,250,25,61,9,1,5,27,0,2,24,36,.244,.330,.348,.678,87,6,9,7,2,0,player.fcgi?id=suzuki001dai
40,Taiki Narama,23,NPN,Fgn,,65,196,181,20,44,12,2,2,15,2,2,8,50,.243,.285,.365,.650,66,4,3,3,1,1,player.fcgi?id=narama000tai
41,Hikaru Ohta,26,TOH,Fgn,,104,233,173,19,42,6,0,3,14,1,0,27,47,.243,.356,.329,.686,57,4,4,28,1,0,player.fcgi?id=ota---000hik
42,Gregory Polanco*,31,LOT,Fgn,,125,497,447,43,108,15,0,26,75,0,0,47,92,.242,.312,.450,.762,201,3,0,0,3,5,player.fcgi?id=polanc001gre
43,Yutaro Sugimoto,32,ORX,Fgn,,96,370,339,34,82,12,1,16,41,0,1,19,101,.242,.298,.425,.723,144,2,9,1,2,1,player.fcgi?id=sugimo000yut
44,Ukyo Shuto,27,FKA,Fgn,,114,268,237,52,57,5,1,2,17,36,7,20,56,.241,.307,.295,.602,70,3,3,7,1,0,player.fcgi?id=shuto-000uky
45,Takashi Ogino,37,LOT,Fgn,,50,203,183,19,44,8,1,1,19,1,0,11,16,.240,.302,.311,.613,57,4,6,1,2,1,player.fcgi?id=ogino-001tak
46,Shohei Suzuki*,25,SEI,Fgn,,72,267,242,19,58,8,2,0,15,10,0,15,34,.240,.286,.289,.575,70,3,1,8,1,0,player.fcgi?id=suzuki001sho
47,Ryoya Kurihara,26,FKA,Fgn,,96,387,352,24,84,14,0,13,49,0,1,28,81,.239,.301,.389,.690,137,6,4,1,2,0,player.fcgi?id=kuriha000ryo
48,Kyota Fujiwara*,23,LOT,Fgn,,103,361,328,35,78,15,2,3,21,5,2,18,78,.238,.285,.323,.608,106,3,4,10,1,0,player.fcgi?id=fujiwa000kyo
49,Hisanori Yasuda,24,LOT,Fgn,,122,472,416,33,99,24,0,9,43,2,0,49,95,.238,.318,.361,.678,150,10,2,0,5,2,player.fcgi?id=yasuda000his
50,Tokumasa Chano,23,ORX,Fgn,,91,344,312,37,74,7,0,1,23,7,5,16,76,.237,.291,.269,.560,84,1,8,7,1,0,player.fcgi?id=chano-000tok
51,Hikaru Kawase,25,FKA,Fgn,,102,208,178,25,42,7,3,0,15,2,2,9,23,.236,.279,.309,.588,55,3,2,18,1,1,player.fcgi?id=kawase000hik
52,Yuki Nomura,23,NPN,Fgn,,125,473,423,42,100,21,1,13,43,4,1,42,112,.236,.309,.383,.692,162,3,4,0,4,0,player.fcgi?id=nomura000yuk
53,Hiroaki Shimauchi*,33,TOH,Fgn,,104,369,322,21,76,13,0,7,38,2,0,41,41,.236,.325,.342,.667,110,5,3,0,3,1,player.fcgi?id=shimau002hir
54,Koki Yamaguchi,22,LOT,Fgn,,115,474,421,46,99,21,0,14,57,0,0,43,122,.235,.310,.385,.695,162,7,5,0,5,6,player.fcgi?id=yamagu000kok
55,Takuya Hiruma*,22,SEI,Fgn,,56,223,198,17,46,6,0,2,20,0,0,14,37,.232,.280,.293,.573,58,2,0,9,2,0,player.fcgi?id=hiruma000tak
56,Ryota Isobata,24,NPN,Fgn,,70,205,193,23,44,2,3,0,6,17,6,4,50,.228,.251,.269,.521,52,1,2,6,0,0,player.fcgi?id=isobat000ryo
57,Tomoya Noguchi,23,ORX,Fgn,,76,257,226,19,51,11,3,2,19,4,2,21,70,.226,.306,.327,.633,74,3,5,5,0,0,player.fcgi?id=noguch000tom
58,Shinya Hasegawa,21,SEI,Fgn,,59,198,180,17,40,9,0,4,12,3,4,11,34,.222,.276,.339,.614,61,3,3,2,2,1,player.fcgi?id=hasega004shi
59,Maikel Franco,30,TOH,Fgn,,95,334,312,31,69,11,0,12,32,0,0,21,52,.221,.272,.372,.644,116,11,1,0,0,0,player.fcgi?id=franco001mai
60,Shogo Nakamura,31,LOT,Fgn,,137,584,508,61,112,23,0,11,48,3,1,52,89,.220,.299,.331,.630,168,20,7,13,4,2,player.fcgi?id=nakamu000sho
61,Yuto Koga,23,SEI,Fgn,,100,282,239,12,52,14,0,2,20,1,0,23,54,.218,.294,.301,.596,72,8,3,17,0,2,player.fcgi?id=koga--000yut
62,Toshiya Satoh,25,LOT,Fgn,,103,278,239,19,52,12,1,4,22,0,2,22,45,.218,.289,.326,.616,78,4,3,12,2,0,player.fcgi?id=satoh-000tos
63,Marwin González,34,ORX,Fgn,,84,321,299,28,65,14,0,12,38,2,0,15,85,.217,.266,.385,.650,115,3,5,1,1,0,player.fcgi?id=gonzal009mar
64,Takumi Kuriyama,39,SEI,Fgn,,77,191,157,17,34,4,0,7,19,1,0,31,32,.217,.346,.376,.721,59,7,1,0,2,1,player.fcgi?id=kuriya001tak
65,Mark Payton*,31,SEI,Fgn,,57,225,205,18,44,8,0,5,22,1,2,14,46,.215,.266,.327,.593,67,6,1,3,2,0,player.fcgi?id=payton001mar
66,Aito Takeda,26,SEI,Fgn,,73,267,257,19,55,18,0,4,15,2,5,3,55,.214,.228,.331,.559,85,7,2,4,1,2,player.fcgi?id=otaki-000ait
67,Kento Watanabe,24,SEI,Fgn,,57,209,192,17,41,13,0,6,25,2,1,11,63,.214,.273,.375,.648,72,2,5,0,1,0,player.fcgi?id=watana001ken
68,Daigo Kamikawabata,26,NPN,Fgn,,108,346,293,16,62,5,1,0,18,3,4,34,51,.212,.305,.235,.541,69,5,6,12,1,1,player.fcgi?id=kamika000dai
69,Gosuke Katoh,28,NPN,Fgn,,62,222,200,18,42,6,0,6,16,3,1,18,35,.210,.284,.330,.614,66,1,3,0,1,1,player.fcgi?id=katoh-000gos
70,Junichiro Kishi,26,SEI,Fgn,,61,197,177,16,37,5,0,3,12,3,2,11,33,.209,.269,.288,.558,51,6,4,4,1,0,player.fcgi?id=kishi-000jun
71,Tsuyoshi Yamasaki,27,TOH,Fgn,,117,307,261,29,53,6,5,2,19,13,6,35,58,.203,.303,.287,.591,75,9,3,7,1,2,player.fcgi?id=yamasa000tsu
72,Takuya Kai,30,FKA,Fgn,,139,420,366,35,74,16,1,10,44,0,0,31,117,.202,.269,.333,.602,122,5,3,18,2,0,player.fcgi?id=kai---000tak
73,Torai Fushimi,33,NPN,Fgn,,89,251,229,13,46,5,0,3,12,0,0,8,42,.201,.241,.262,.503,60,4,4,10,0,0,player.fcgi?id=fusimi000tor
74,Taiga Egoshi,30,NPN,Fgn,,100,176,150,17,27,4,2,5,13,9,8,11,77,.180,.244,.333,.577,50,0,2,12,1,0,player.fcgi?id=egoshi000tai
75,Tatsuhiro Tamura,29,LOT,Fgn,,78,214,181,6,30,3,0,2,19,0,1,13,38,.166,.226,.215,.442,39,3,2,15,3,0,player.fcgi?id=tamura000tat
