Rk,Name,Age,Tm,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Name-additional
32,Yohei Ohshima*,29,CNI,Fgn,,142,620,565,70,147,20,4,6,27,22,8,39,65,.260,.313,.342,.655,193,5,5,10,1,1,player.fcgi?id=oshima001yoh
33,Takehiro Ishikawa,28,YKO,Fgn,,89,375,343,43,89,8,1,1,18,6,3,16,82,.259,.306,.297,.603,102,2,7,9,0,1,player.fcgi?id=ishika001tak
34,Aarom Baldiris,32,YKO,Fgn,,139,525,465,38,120,23,0,13,56,0,0,43,62,.258,.333,.391,.725,182,12,12,0,5,2,player.fcgi?id=baldir001aar
35,Ryosuke Kikuchi,25,HIR,Fgn,,143,644,562,62,143,20,3,8,32,19,9,29,92,.254,.292,.343,.636,193,7,2,49,2,2,player.fcgi?id=kikuch000ryo
36,Takahiro Araki,27,YKU,Fgn,,73,196,170,21,43,8,0,2,12,5,3,16,30,.253,.319,.335,.654,57,3,1,8,1,0,player.fcgi?id=araki-001tak
37,Hiroki Uemoto,28,HAN,Fgn,,108,452,375,44,95,18,1,4,31,19,11,44,69,.253,.338,.339,.677,127,1,4,29,0,1,player.fcgi?id=uemoto001hir
38,Leslie Anderson*,32,YOM,Fgn,,83,260,234,20,59,14,0,7,31,1,1,21,37,.252,.327,.402,.729,94,5,5,0,0,1,player.fcgi?id=anders002les
39,Masahiro Araki,37,CNI,Fgn,,97,238,211,23,53,10,0,0,13,9,1,20,31,.251,.315,.299,.613,63,1,0,6,1,0,player.fcgi?id=araki-001mas
40,Hisayoshi Chono,30,YOM,Fgn,,130,479,434,49,109,20,3,15,52,3,2,34,81,.251,.310,.415,.725,180,12,4,5,2,0,player.fcgi?id=chono-001his
41,Nate Schierholtz,31,HIR,Fgn,,65,248,232,27,58,11,1,10,30,3,2,14,67,.250,.298,.435,.734,101,0,2,0,0,0,player.fcgi?id=schier001nat
42,Yoshihiro Maru,26,HIR,Fgn,,143,633,530,81,132,28,1,19,63,15,7,94,143,.249,.361,.413,.774,219,4,1,4,4,2,player.fcgi?id=maru--001yos
43,Tsubasa Aizawa,27,HIR,Fgn,,93,290,252,23,62,7,3,6,30,0,1,26,49,.246,.330,.369,.699,93,9,7,2,3,3,player.fcgi?id=aizawa001tsu
44,Yasuyuki Kataoka,32,YOM,Fgn,,113,411,348,42,85,13,1,10,36,21,9,25,36,.244,.299,.374,.672,130,7,2,36,0,0,player.fcgi?id=kataok001yas
45,Nobumasa Fukuda,26,CNI,Fgn,,79,185,169,12,41,6,2,6,23,0,0,14,62,.243,.297,.408,.706,69,7,0,0,2,0,player.fcgi?id=fukuda001nob
46,Shinnosuke Abe,36,YOM,Fgn,,111,419,343,44,83,14,0,15,47,0,0,64,84,.242,.370,.414,.784,142,9,8,0,4,1,player.fcgi?id=abe---001shi
47,Yoshiyuki Ishihara,35,HIR,Fgn,,83,238,216,15,52,6,0,2,12,1,0,14,42,.241,.287,.296,.583,64,10,0,8,0,2,player.fcgi?id=ishiha001yos
48,Takayoshi Noma,22,HIR,Fgn,,127,188,170,21,41,7,6,1,10,8,2,10,37,.241,.286,.371,.656,63,2,1,6,1,0,player.fcgi?id=noma--000tak
49,Hiroki Minei,24,YKO,Fgn,,74,208,186,18,44,8,1,5,26,0,0,12,46,.237,.298,.371,.669,69,2,5,3,2,0,player.fcgi?id=minei-000hir
50,Eishin Soyogi,34,HIR,Fgn,,96,332,283,24,67,15,1,6,27,2,2,36,49,.237,.323,.360,.683,102,6,1,10,2,0,player.fcgi?id=soyogi001eis
51,Shuichi Murata,34,YOM,Fgn,,103,370,330,33,78,9,0,12,39,1,1,28,65,.236,.310,.373,.683,123,12,8,2,2,2,player.fcgi?id=murata001shu
52,Hirokazu Ibata,40,YOM,Fgn,,98,321,269,20,63,9,0,1,19,3,3,37,36,.234,.331,.279,.610,75,4,3,10,2,0,player.fcgi?id=ibata-001hir
53,Yuhei Nakamura,25,YKU,Fgn,,136,502,442,36,102,14,0,2,33,3,2,40,80,.231,.299,.276,.575,122,9,4,14,2,1,player.fcgi?id=nakamu001yuh
54,Wataru Hiyane,28,YKU,Fgn,,84,240,209,42,48,6,0,3,9,6,2,17,38,.230,.300,.301,.601,63,2,4,10,0,0,player.fcgi?id=hiyane000wat
55,Kazunari Tsuruoka,38,HAN,Fgn,,70,179,153,16,35,8,0,1,15,0,0,15,43,.229,.296,.301,.597,46,2,0,10,1,1,player.fcgi?id=tsuruo001kaz
56,Brad Eldred,34,HIR,Fgn,,79,300,264,32,60,6,0,19,54,1,2,31,91,.227,.307,.466,.773,123,3,1,0,4,0,player.fcgi?id=eldred001bra
57,Seiji Kobayashi,26,YOM,Fgn,,70,204,177,13,40,6,0,2,13,2,0,19,39,.226,.312,.294,.605,52,6,3,5,0,1,player.fcgi?id=kobaya001sei
58,Yamato Maeda,27,HAN,Fgn,,123,293,249,25,56,5,0,0,12,5,7,12,35,.225,.272,.245,.517,61,2,4,28,0,2,player.fcgi?id=maeda-001yam
59,Keiji Obiki,31,YKU,Fgn,,96,347,311,25,70,18,1,5,41,6,3,27,56,.225,.287,.338,.625,105,5,1,6,2,0,player.fcgi?id=ohbiki001kei
60,Hiroyuki Shirasaki,24,YKO,Fgn,,81,238,204,25,46,9,1,6,9,2,4,11,45,.225,.269,.368,.636,75,1,1,22,0,0,player.fcgi?id=shiras000hir
61,Mitch Dening,26,YKU,Fgn,,64,227,194,13,43,12,0,4,22,0,1,23,43,.222,.326,.345,.671,67,2,8,0,2,1,player.fcgi?id=dening001mit
62,Taiki Sekine*,20,YKO,Fgn,,55,159,144,14,32,2,5,1,10,8,3,8,22,.222,.261,.326,.588,47,1,0,6,1,0,player.fcgi?id=sekine000tai
63,Taiga Egoshi,22,HAN,Fgn,,56,176,168,21,36,8,3,5,16,2,0,6,64,.214,.250,.387,.637,65,0,2,0,0,0,player.fcgi?id=egoshi000tai
64,Toshihiko Kuramoto,24,YKO,Fgn,,102,265,245,11,51,4,0,2,20,0,0,10,60,.208,.244,.249,.493,61,8,2,7,1,0,player.fcgi?id=kuramo000tos
65,Shuhei Takahashi,21,CNI,Fgn,,51,172,154,10,32,6,1,4,18,2,1,16,42,.208,.287,.338,.624,52,5,1,1,0,0,player.fcgi?id=takaha000shu
66,Ryota Arai,31,HAN,Fgn,,93,162,150,10,29,8,0,4,19,0,0,10,41,.193,.247,.327,.574,49,3,1,0,1,0,player.fcgi?id=arai--001ryo
67,Shota Sugiyama,24,CNI,Fgn,,64,161,153,8,28,3,0,3,17,1,1,3,33,.183,.209,.261,.470,40,3,2,3,0,1,player.fcgi?id=sugiya000sho
