Rk,Name,Age,Tm,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Name-additional
50,Kotaro Yamasaki*,23,YKU,Fgn,,59,246,219,30,53,10,2,1,13,6,5,18,44,.242,.300,.320,.619,70,3,0,9,0,0,player.fcgi?id=yamasa000kot
51,Masahiro Nakatani,24,HAN,Fgn,,133,455,411,64,99,21,1,20,61,2,1,36,96,.241,.308,.443,.751,182,5,5,0,3,2,player.fcgi?id=nakata000mas
52,Yusuke Ohyama,22,HAN,Fgn,,75,221,198,25,47,10,2,7,38,2,2,18,41,.237,.309,.414,.723,82,4,3,1,1,0,player.fcgi?id=oyama-000yus
53,Tsuyoshi Ueda,28,YKU,Fgn,,100,188,167,18,39,1,5,0,11,6,3,8,26,.234,.272,.299,.572,50,0,2,8,3,0,player.fcgi?id=ueda--001tsu
54,Tatsuhiro Shibata,23,YKO,Fgn,,88,248,215,25,50,8,0,1,11,1,1,17,50,.233,.295,.284,.579,61,2,3,11,2,0,player.fcgi?id=shibat000tat
55,Keiji Obiki,33,YKU,Fgn,,80,311,273,25,62,11,0,5,29,3,0,27,43,.227,.299,.322,.621,88,8,1,10,0,0,player.fcgi?id=ohbiki001kei
56,Fumihito Haraguchi,25,HAN,Fgn,,73,216,186,16,42,12,0,6,25,0,0,22,36,.226,.321,.387,.708,72,10,5,1,2,0,player.fcgi?id=haragu000fum
57,Masato Matsui,29,CNI,Fgn,,87,244,208,22,46,7,1,2,17,0,0,22,63,.221,.303,.293,.597,61,3,3,10,1,0,player.fcgi?id=matsui001mas
58,Carlos Rivero,29,YKU,Fgn,,54,208,200,12,43,10,0,6,21,0,0,7,52,.215,.240,.355,.595,71,5,0,0,1,0,player.fcgi?id=rivero001car
59,Yasutaka Tobashira,27,YKO,Fgn,,112,363,336,25,72,13,0,9,52,0,0,19,59,.214,.255,.333,.588,112,9,0,6,2,0,player.fcgi?id=tobash000yas
60,Fumiya Hojoh,22,HAN,Fgn,,83,252,219,26,46,7,2,3,20,0,0,23,42,.210,.286,.301,.587,66,4,1,7,2,0,player.fcgi?id=hojo--000fum
61,Naomichi Nishiura,26,YKU,Fgn,,72,171,144,9,30,6,0,0,8,3,0,16,31,.208,.288,.250,.538,36,5,1,8,2,1,player.fcgi?id=nishiu000nao
62,Soichiro Tateoka,27,YOM,Fgn,,62,214,197,24,41,3,3,0,10,4,5,11,43,.208,.250,.254,.504,50,1,0,6,0,0,player.fcgi?id=tateok001soi
63,Takahiro Araki,29,YKU,Fgn,,91,212,188,22,39,8,2,6,25,2,0,14,30,.207,.273,.367,.640,69,7,3,7,0,0,player.fcgi?id=araki-001tak
64,Seiji Kobayashi,28,YOM,Fgn,,138,443,378,25,78,11,1,2,27,2,0,41,64,.206,.285,.257,.542,97,12,2,19,3,4,player.fcgi?id=kobaya001sei
65,Ryutaro Umeno,26,HAN,Fgn,,112,340,282,22,58,9,2,2,33,1,0,24,63,.206,.275,.273,.548,77,3,4,27,3,2,player.fcgi?id=umeno-001ryu
66,Naomichi Donoue,28,CNI,Fgn,,91,167,151,11,31,7,0,1,8,0,1,9,39,.205,.250,.272,.522,41,4,0,7,0,0,player.fcgi?id=donoue001nao
67,Yoshiyuki Ishihara,37,HIR,Fgn,,77,167,147,11,30,4,0,1,12,1,0,10,33,.204,.252,.252,.503,37,8,0,8,2,0,player.fcgi?id=ishiha001yos
68,Hiroyasu Tanaka,35,YKO,Fgn,,66,175,154,15,31,3,1,1,20,2,0,11,25,.201,.263,.253,.517,39,4,2,8,0,0,player.fcgi?id=tanaka001hir
