Rk,Name,Age,Tm,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Name-additional
15,Yoshiyuki Kamei,36,YOM,Fgn,,131,503,450,67,128,27,2,13,55,9,1,45,91,.284,.346,.440,.786,198,6,0,3,5,3,player.fcgi?id=kamei-001yos
16,Jefry Marte,28,HAN,Fgn,,105,412,349,36,99,20,0,12,49,0,2,51,73,.284,.381,.444,.825,155,14,7,0,5,2,player.fcgi?id=marte-001jef
17,Toshiro Miyazaki,30,YKO,Fgn,,114,473,433,54,123,22,1,15,49,0,0,32,35,.284,.334,.443,.777,192,13,3,0,5,2,player.fcgi?id=miyaza000tos
18,Wladimir Balentien,34,YKU,Fgn,,120,468,410,65,115,13,0,33,93,0,1,54,117,.280,.363,.554,.917,227,11,1,0,3,3,player.fcgi?id=balent001wla
19,Kazuki Kamizato,25,YKO,Fgn,,123,458,427,62,119,31,3,6,35,15,10,26,121,.279,.323,.407,.731,174,7,2,3,0,2,player.fcgi?id=kamiza000kaz
20,Ryosuke Hirata,31,CNI,Fgn,,95,407,360,52,100,21,4,8,32,3,6,38,53,.278,.350,.425,.775,153,8,4,1,4,2,player.fcgi?id=hirata001ryo
21,Tsubasa Aizawa,31,HIR,Fgn,,126,447,376,38,104,21,2,12,63,2,1,58,81,.277,.387,.439,.826,165,6,10,3,0,5,player.fcgi?id=aizawa001tsu
22,Kotaro Yamasaki*,25,YKU,Fgn,,80,185,168,20,46,4,3,0,8,4,0,10,39,.274,.318,.333,.652,56,4,1,6,0,0,player.fcgi?id=yamasa000kot
23,Daikan Yoh,32,YOM,Fgn,,110,231,208,28,57,8,1,4,21,0,1,22,66,.274,.346,.380,.726,79,9,1,0,0,0,player.fcgi?id=yang--001chu
24,Yuhei Takai*,35,YKU,Fgn,,131,493,447,55,122,19,0,12,56,4,3,37,71,.273,.327,.396,.723,177,4,2,1,6,4,player.fcgi?id=takai-001yuh
25,Yoshi Tsutsugo,27,YKO,Fgn,,131,557,464,74,126,24,0,29,79,0,0,88,141,.272,.388,.511,.899,237,5,2,0,3,5,player.fcgi?id=tsutsu000yos
26,Koji Chikamoto*,24,HAN,Fgn,,142,640,586,81,159,20,7,9,42,36,15,31,110,.271,.313,.375,.689,220,2,6,14,3,2,player.fcgi?id=chikam000koj
27,Tetsuto Yamada,26,YKU,Fgn,,142,641,520,102,141,35,5,35,98,33,3,110,121,.271,.401,.560,.961,291,14,6,0,5,7,player.fcgi?id=yamada000tet
28,Xavier Batista,27,HIR,Fgn,,103,423,372,54,100,11,1,26,64,0,0,45,108,.269,.350,.513,.863,191,6,3,0,3,2,player.fcgi?id=batist001xav
29,Yuhei Nakamura,29,YKU,Fgn,,126,450,372,42,100,24,2,5,36,1,4,53,64,.269,.373,.384,.757,143,11,10,13,2,3,player.fcgi?id=nakamu001yuh
30,Neftali Soto,30,YKO,Fgn,,141,584,516,82,139,18,0,43,108,0,0,59,98,.269,.348,.554,.902,286,14,5,0,4,4,player.fcgi?id=soto--001nef
31,Shun Takayama,26,HAN,Fgn,,105,300,271,25,73,12,0,5,29,9,3,24,56,.269,.336,.369,.705,100,3,3,2,0,4,player.fcgi?id=takaya000shu
32,Kento Itohara,26,HAN,Fgn,,143,572,491,66,131,20,4,2,45,6,5,60,70,.267,.353,.336,.689,165,7,7,11,3,2,player.fcgi?id=itohar000ken
33,Shinnosuke Shigenobu,26,YOM,Fgn,,106,174,158,25,42,7,2,2,16,14,3,11,43,.266,.308,.373,.682,59,1,0,2,3,1,player.fcgi?id=shigen000shi
34,Ryutaro Umeno,28,HAN,Fgn,,129,492,433,49,115,22,3,9,59,14,3,34,83,.266,.326,.393,.718,170,16,6,16,3,4,player.fcgi?id=umeno-001ryu
35,Takumi Ohshiro,26,YOM,Fgn,,109,329,294,19,78,16,1,6,30,0,1,25,80,.265,.330,.388,.718,114,7,4,5,1,0,player.fcgi?id=oshiro000tak
36,Kazuma Okamoto,23,YOM,Fgn,,143,628,555,84,147,29,0,31,94,3,0,62,132,.265,.343,.485,.828,269,15,6,2,3,3,player.fcgi?id=okamot002kaz
37,Seiya Kinami,25,HAN,Fgn,,113,390,363,32,95,18,2,4,32,2,0,18,77,.262,.302,.355,.657,129,8,3,6,0,5,player.fcgi?id=kinami000sei
38,Ryosuke Kikuchi,29,HIR,Fgn,,138,619,547,77,143,36,2,13,48,14,5,41,102,.261,.313,.406,.719,222,5,1,28,2,0,player.fcgi?id=kikuch000ryo
39,Ryuhei Matsuyama,33,HIR,Fgn,,110,327,294,21,76,14,1,6,49,0,0,29,42,.259,.327,.374,.701,110,7,2,0,2,1,player.fcgi?id=matsuy001ryu
40,Alejandro Mejia,26,HIR,Fgn,,56,173,162,13,42,6,0,7,17,0,0,11,46,.259,.306,.426,.732,69,2,0,0,0,3,player.fcgi?id=mejia-002ale
41,Yusuke Ohyama,24,HAN,Fgn,,143,587,538,52,139,33,1,14,76,3,0,39,98,.258,.312,.401,.714,216,12,5,1,4,3,player.fcgi?id=oyama-000yus
42,Kosuke Fukudome,42,HAN,Fgn,,104,403,348,39,89,16,1,10,47,0,0,49,85,.256,.347,.394,.740,137,5,1,2,3,1,player.fcgi?id=fukudo001kos
43,Tatsuhiro Shibata,25,YKO,Fgn,,111,196,164,22,42,8,1,3,17,3,0,20,38,.256,.333,.372,.705,61,3,0,10,2,1,player.fcgi?id=shibat000tat
44,Tomohiro Abe,30,HIR,Fgn,,114,295,264,23,67,12,0,8,28,5,2,23,60,.254,.315,.390,.705,103,9,1,6,1,0,player.fcgi?id=abe---000tom
45,Hikaru Itoh,30,YKO,Fgn,,84,301,256,30,65,8,0,8,27,5,5,37,45,.254,.352,.379,.731,97,4,3,3,2,6,player.fcgi?id=ito---001hik
46,Kengo Ohta,22,YKU,Fgn,,90,337,303,36,76,13,1,3,27,0,0,23,78,.251,.307,.330,.637,100,5,2,8,1,0,player.fcgi?id=ota---001ken
47,Hisayoshi Chono,34,HIR,Fgn,,72,197,180,13,45,7,1,5,20,0,2,15,40,.250,.310,.383,.693,69,11,1,0,1,2,player.fcgi?id=chono-001his
48,Yota Kyoda,25,CNI,Fgn,,140,574,507,46,126,14,5,3,40,17,7,37,91,.249,.302,.314,.615,159,10,3,24,3,3,player.fcgi?id=kyoda-000yot
49,Daisuke Nakai,29,YKO,Fgn,,79,183,161,24,40,4,0,3,7,2,1,18,34,.248,.322,.329,.651,53,9,0,3,1,0,player.fcgi?id=nakai-001dai
50,Takayoshi Noma,26,HIR,Fgn,,123,353,314,52,78,10,5,2,16,14,2,27,56,.248,.317,.331,.648,104,5,5,6,1,3,player.fcgi?id=noma--000tak
51,Fumiya Hojoh,24,HAN,Fgn,,82,211,174,18,43,7,0,5,20,2,0,23,40,.247,.338,.374,.712,65,3,1,13,0,0,player.fcgi?id=hojo--000fum
52,Tomo Otosaka,25,YKO,Fgn,,97,179,159,19,39,8,2,2,17,6,3,14,33,.245,.313,.358,.671,57,3,2,3,1,2,player.fcgi?id=otosak000tom
53,Seiji Kobayashi,30,YOM,Fgn,,92,236,213,20,52,6,0,2,19,1,0,7,48,.244,.280,.300,.580,64,12,4,11,1,0,player.fcgi?id=kobaya001sei
54,José López,35,YKO,Fgn,,142,597,551,69,133,28,0,31,84,0,0,39,107,.241,.295,.461,.756,254,18,4,0,3,6,player.fcgi?id=lopez-007jos
55,Akihiro Wakabayashi,25,YOM,Fgn,,77,273,234,34,56,9,1,5,21,11,2,32,51,.239,.335,.350,.685,82,3,2,4,1,1,player.fcgi?id=wakaba010aki
56,Alex Guerrero,32,YOM,Fgn,,101,333,287,33,68,16,2,21,54,1,0,40,59,.237,.337,.526,.863,151,5,4,1,1,2,player.fcgi?id=guerre002ale
57,Yamato Maeda,31,YKO,Fgn,,137,490,438,42,104,17,2,0,37,3,1,34,75,.237,.300,.285,.585,125,7,6,10,2,1,player.fcgi?id=maeda-001yam
58,Naomichi Nishiura,28,YKU,Fgn,,44,162,149,17,35,9,0,4,19,0,0,10,35,.235,.288,.376,.663,56,6,1,2,0,0,player.fcgi?id=nishiu000nao
59,Yasuhiro Yamamoto,25,YOM,Fgn,,92,212,177,31,41,7,3,2,10,2,0,22,51,.232,.340,.339,.679,60,3,7,6,0,1,player.fcgi?id=yamamo003yas
60,Munetaka Murakami,19,YKU,Fgn,,143,593,511,76,118,20,0,36,96,5,4,74,184,.231,.332,.481,.814,246,9,5,0,3,5,player.fcgi?id=muraka000mun
61,Takuma Katoh,27,CNI,Fgn,,92,245,224,19,51,7,3,0,13,0,0,9,57,.228,.258,.286,.543,64,6,0,12,0,1,player.fcgi?id=kato--006tak
62,Shunta Tanaka,25,YOM,Fgn,,62,176,156,17,35,7,0,4,14,2,0,14,36,.224,.285,.346,.631,54,2,0,4,2,0,player.fcgi?id=tanaka002shu
63,Christian Villanueva,28,YOM,Fgn,,73,235,202,24,45,9,0,8,24,2,0,25,52,.223,.325,.386,.711,78,5,6,1,1,0,player.fcgi?id=villan001chr
64,Kaito Kozono,19,HIR,Fgn,,58,197,188,17,40,9,0,4,16,1,0,6,42,.213,.241,.324,.565,61,1,1,2,0,1,player.fcgi?id=kozono000kai
65,Naomichi Donoue,30,CNI,Fgn,,98,217,193,25,41,9,0,12,39,1,0,13,56,.212,.262,.446,.708,86,4,0,11,0,0,player.fcgi?id=donoue001nao
66,Taishi Hirooka,22,YKU,Fgn,,91,243,202,32,41,6,1,10,25,1,1,33,77,.203,.319,.391,.710,79,4,2,5,1,0,player.fcgi?id=hirook000tai
67,Nobuyuki Okumura,24,YKU,Fgn,,74,195,166,15,33,8,1,1,12,0,2,16,47,.199,.281,.277,.558,46,2,3,10,0,1,player.fcgi?id=okumur000nob
68,Kosuke Tanaka,29,HIR,Fgn,,97,355,311,33,60,13,0,3,27,8,3,32,89,.193,.268,.264,.531,82,4,2,4,6,2,player.fcgi?id=tanaka000kos
